appid,name,english,developer,c_publisher,Platf,required_age,G;steamspy_tags,achievements,P.R.,negative_ratings,average_playtime,M.P.,owners
355820,FutureGrind,1,Milkbag Games,Milkbag Games,windows,0,Action;Indie;Racing;Sports;Action;Indie;Platformer,18,20,0,0,0,0-20000
355840,Survarium,1,Vostok Games,Vostok Games,windows,16,Action;Free to Play;Massively Multiplayer;RPG;Early Access;Early Access;Free to Play;Survival,73,9985,9441,6569,59,2000000-5000000
355860,Albino Lullaby: Episode 1,1,Ape Law,Ape Law,windows,0,Action;Adventure;Indie;Adventure;Indie;Action,28,243,79,0,0,20000-50000
355910,Piloteer,1,Fixpoint Productions,Fixpoint Productions,windows;mac;linux,0,Indie;Simulation;Indie;Simulation,39,18,3,0,0,0-20000
355920,Pixel Puzzles 2: Space,1,DL Softworks,DL Softworks,windows,0,Casual;Indie;Simulation;Strategy;Casual;Indie;Simulation,55,211,27,280,315,100000-200000
355970,Home is Where One Starts...,1,David Wehle,David Wehle,windows;mac;linux,0,Adventure;Indie;Indie;Adventure;Walking Simulator,8,339,112,0,0,20000-50000
355980,Dungeon Warfare,1,Valsar,Valsar,windows;mac;linux,0,Indie;Strategy;Strategy;Tower Defense;Indie,35,990,37,604,770,50000-100000
356000,The Hero of Kendrickstone,1,Choice of Games,Choice of Games,windows;mac;linux,0,Indie;RPG;RPG;Indie;Choose Your Own Adventure,30,83,22,0,0,0-20000
356040,Sheltered,1,Unicube;Team 17 Digital Ltd,Team17 Digital Ltd,windows;mac;linux,0,Indie;RPG;Strategy;Survival;Post-apocalyptic;Base-Building,18,2998,818,295,338,200000-500000
356050,Beyond Eyes,1,Tiger and Squid;Team17 Digital Ltd,Team17 Digital Ltd,windows;mac;linux,0,Adventure;Indie;Indie;Walking Simulator;Female Protagonist,10,683,314,763,763,100000-200000
356070,Commander Cool 2,1,Orlyapps,Orlyapps,windows;mac;linux,0,Action;Indie;Action;Indie;Platformer,20,926,122,0,0,50000-100000
356090,Machineers - Episode 1: Tivoli Town,1,Lohika Games,Lohika Games,windows;mac;linux,0,Adventure;Indie;Puzzle;Adventure;Indie,31,25,1,0,0,0-20000
356100,Fuego!,1,radiostatic,radiostatic,windows;linux,0,Casual;Indie;Strategy;Strategy;Indie;Casual,20,43,5,0,0,0-20000
356110,Box Out!,1,Da Picky Monkey,Da Picky Monkey,windows,0,Indie;Indie;Platformer,46,12,1,0,0,0-20000
356130,Heroes of Scene,1,Icy Donut,Icy Donut,windows,0,Free to Play;Indie;Massively Multiplayer;Strategy;Free to Play;Strategy;Massively Multiplayer,13,349,343,7,7,200000-500000
356160,The Emptiness Deluxe Edition,1,Hooligans Entertainment,Viva Media,windows,0,Adventure;Casual;Adventure;Casual;Horror,0,28,62,0,0,0-20000
356170,Tile Rider,1,7 Soft Pillows,7 Soft Pillows,windows;linux,0,Action;Adventure;Indie;Racing;Action;Racing;Indie,16,13,2,0,0,0-20000
356180,Time Machine VR,1,Minority Media Inc.,Minority Media Inc.,windows,0,Adventure;Indie;Simulation;VR;Adventure;Simulation,0,65,40,0,0,0-20000
356190,Middle-earth™: Shadow of War™,1,Monolith Productions,WB Games,windows,18,Action;Adventure;RPG;Open World;Action;RPG,72,19813,5633,1587,1265,1000000-2000000
356210,Tony Tough and the Night of Roasted Moths,1,Nayma Software,Nightdive Studios,windows;mac;linux,0,Adventure;Casual;Adventure;Casual;Point & Click,0,10,6,0,0,0-20000
356250,Gathering Sky,1,A Stranger Gravity,A Stranger Gravity,windows;mac;linux,0,Adventure;Indie;Indie;Adventure;Casual,0,70,5,0,0,0-20000
356260,Stalingrad,1,DTF games,1C Entertainment,windows,0,Strategy;Strategy;World War II;RTS,0,166,26,0,0,20000-50000
356270,Cuban Missile Crisis,1,G5 Software,1C Entertainment,windows,0,Strategy;Strategy;RTS;Cold War,0,76,31,0,0,20000-50000
356280,Desert Law,1,Arise,1C Entertainment,windows,0,RPG;Strategy;Strategy;RPG;RTS,0,23,16,0,0,20000-50000
356290,Cuban Missile Crisis: Ice Crusade,1,G5 Software,1C Entertainment,windows,0,Strategy;Strategy,0,20,10,0,0,20000-50000
356310,METAL SLUG DEFENSE,1,SNK CORPORATION,SNK CORPORATION,windows,0,Action;Free to Play;Free to Play;Action;Tower Defense,64,736,735,216,431,200000-500000
356370,Soccer Manager 2015,1,Soccer Manager Ltd,Soccer Manager Ltd,windows;mac,0,Free to Play;Sports;Free to Play;Sports;Soccer,0,367,169,162,244,200000-500000
356380,Orbit HD,1,Brainchild,Brainchild,windows;mac;linux,0,Adventure;Casual;Indie;Simulation;Indie;Casual;Adventure,0,54,30,0,0,20000-50000
356390,The Slaughter: Act One,1,Brainchild,Brainchild,windows;mac;linux,0,Adventure;Indie;Adventure;Indie;Mystery,0,82,16,0,0,0-20000
356400,Thumper,1,Drool,Drool,windows,0,Action;Indie;Rhythm;Indie;Action,19,1950,166,24,24,100000-200000
356420,Interloper,1,Monogon Games,Monogon Games,windows;mac;linux,0,Indie;Strategy;Strategy;Indie;RTS,20,284,44,319,326,50000-100000
356430,Chris Sawyer's Locomotion™,1,Chris Sawyer,Atari,windows,0,Simulation;Strategy;Simulation;Strategy;Trains,0,195,56,0,0,20000-50000
356450,Creature Romances: Kokonoe Kokoro,1,Nostalgia,Sekai Project,windows;mac;linux,0,Sexual Content;Nudity;Gore;Casual;Indie;Indie;Sexual Content;Casual,6,114,46,0,0,0-20000
356460,Drive!Drive!Drive!,1,different cloth,Choice Provisions,windows;mac,0,Action;Indie;Racing;Action;Racing;Indie,20,31,10,0,0,0-20000
356500,STAR WARS™ Galactic Battlegrounds Saga,1,Ensemble Studios,Disney Interactive;Lucasfilm;LucasArts,windows,0,Action;Strategy;Strategy;RTS;Star Wars,0,1196,196,76,76,200000-500000
356510,Soccer Rage,1,Stamina-Games,Stamina-Games,windows,0,Action;Indie;Sports;Early Access;Early Access;Sports;Action,8,585,101,0,0,0-20000
356520,Port of Call,1,Underdog Games,Underdog Games,windows;mac,0,Adventure;Indie;Indie;Adventure;Free to Play,7,939,104,17,17,100000-200000
356530,The Confines Of The Crown,1,Hanako Games,Hanako Games,windows;mac;linux,0,Adventure;Indie;Visual Novel;Female Protagonist;Otome,15,158,18,670,670,20000-50000
356540,East Tower - Takashi (East Tower Series Vol. 2),1,roseVeRte,roseVeRte,windows;mac,0,Adventure;Casual;Indie;Simulation;Adventure;Indie;Casual,21,19,9,0,0,0-20000
356550,East Tower - Kuon (East Tower Series Vol. 3),1,roseVeRte,roseVeRte,windows;mac,0,Adventure;Casual;Indie;Simulation;Indie;Adventure;Casual,30,17,5,0,0,0-20000
356560,East Tower - Kurenai (East Tower Series Vol. 4),1,roseVeRte,roseVeRte,windows;mac,0,Adventure;Casual;Indie;Simulation;Adventure;Indie;Casual,41,20,5,0,0,0-20000
356570,Party Hard,1,Pinokl Games;Kverta,tinyBuild,windows;mac;linux,18,Action;Indie;Strategy;Pixel Graphics;Stealth;Strategy,27,4700,662,518,121,200000-500000
356580,Aerannis,1,ektomarch,ektomarch,windows;mac,0,Action;Indie;Female Protagonist;Stealth;Indie,0,74,32,0,0,0-20000
356650,Death's Gambit,1,White Rabbit,Adult Swim Games,windows,0,Action;Adventure;Indie;RPG;Souls-like;Pixel Graphics;Metroidvania,34,1057,417,0,0,50000-100000
356670,Spooky's Jump Scare Mansion,1,Lag Studios,Lag Studios,windows,0,Action;Adventure;Free to Play;Indie;Horror;Free to Play;Cute,0,9030,725,7131,42,1000000-2000000
356710,Band of Drones,1,Kiritsu Games,Kiritsu Games,windows,0,Indie;Strategy;Strategy;Indie;Turn-Based Tactics,0,3,0,0,0,0-20000
356730,The Hole Story,1,LearnDistrict Inc.;The Negatives,LearnDistrict Inc.,windows;mac,0,Adventure;Casual;Indie;RPG;Adventure;Indie;Casual,0,9,8,0,0,0-20000
356770,Astronaut Simulator,1,Astrosimer,Astrosimer,windows,0,Adventure;Indie;Simulation;Simulation;Adventure;Indie,0,38,21,0,0,0-20000
356790,Galacide,1,Puny Human,Puny Human,windows;linux,0,Action;Indie;Shoot 'Em Up;Action;Indie,22,68,8,0,0,0-20000
356800,Choice of the Petal Throne,1,Choice of Games,Choice of Games,windows;mac;linux,0,Indie;RPG;RPG;Indie;Text-Based,43,9,11,0,0,0-20000
356880,Eron,1,David Mulder,David Mulder,windows;linux,0,Indie;Indie;Platformer;Pixel Graphics,0,138,102,0,0,20000-50000
356890,One More Line,1,SMG Studio,SMG Studio,windows;mac;linux,0,Action;Casual;Indie;Indie;Casual;Action,18,124,41,0,0,0-20000
356910,Battle Fantasia -Revised Edition-,1,Arc System Works;DotEmu,Arc System Works,windows,0,Action;Fighting;2D Fighter;Action,48,72,33,0,0,20000-50000
357010,The Collider 2,1,Shortbreak Studios s.c.,Shortbreak Studios s.c.,windows,0,Action;Casual;Racing;Action;Racing;Casual,18,30,9,0,0,0-20000
357030,Excubitor,1,Tesseract Interactive,Kasedo Games,windows;mac;linux,0,Action;Strategy;Action;Shoot 'Em Up;Strategy,26,17,7,0,0,0-20000
357070,UBERMOSH,1,Walter Machado,Walter Machado,windows;linux,0,Action;Indie;Action;Great Soundtrack;Pixel Graphics,7,1761,199,140,164,100000-200000
357120,Big Action Mega Fight!,1,Double Stallion Games,Double Stallion Games,windows;mac,0,Action;Indie;Indie;Action;Beat 'em up,45,152,41,0,0,20000-50000
357190,ULTIMATE MARVEL VS. CAPCOM 3,1,"CAPCOM CO., LTD.","CAPCOM U.S.A., INC.",windows,0,Action;Fighting;Action;2D Fighter,47,1386,201,54,54,100000-200000
357200,500 Years Act 1,1,Poorwill Games,Poorwill Games,windows,0,Adventure;Indie;RPG;Adventure;RPG;Indie,16,16,42,250,250,0-20000
357290,Red Lake,1,Talentplace,KishMish Games,windows,0,Action;Adventure;Indie;Indie;Action;Adventure,0,326,446,211,221,200000-500000
357300,Snakebird,1,Noumenon Games,Noumenon Games,windows;mac;linux,0,Indie;Puzzle;Difficult;Indie,11,615,47,76,135,50000-100000
357310,Oriental Empires,1,Shining Pixel Studios,Iceberg Interactive,windows,0,Indie;Simulation;Strategy;Strategy;Simulation;Historical,51,1229,340,0,0,50000-100000
357320,Break_In,1,Craig Gibbs,Craig Gibbs,windows,0,Action;Massively Multiplayer;Strategy;Early Access;Early Access;Action;Massively Multiplayer,16,30,20,0,0,0-20000
357330,Space Beast Terror Fright,1,nornware AB,nornware AB,windows,0,Action;Indie;Early Access;Early Access;Action;Indie,0,673,46,4,4,20000-50000
357340,Cobalt,1,Oxeye Game Studio,Mojang,windows,0,Action;Adventure;Indie;Action;Adventure;Indie,84,551,58,365,365,20000-50000
357370,Return NULL - Episode 1,1,Michael Lückgen,Digital Tribe;iNDEE SOLO,windows;mac;linux,0,Indie;Interactive Fiction;Indie;Great Soundtrack,0,57,31,10,10,20000-50000
357490,Astroloco: Worst Contact,1,Hungry Planet Games,Hungry Planet Games,windows,0,Adventure;Indie;Adventure;Indie;Point & Click,20,14,1,0,0,0-20000
357500,Rumble Fighter: Unleashed,1,NIMONIX,RedFox Games,windows,0,Action;Free to Play;Free to Play;Action;Fighting,0,98,111,35,35,50000-100000
357600,Unium,1,Kittehface Software,Kittehface Software,windows;mac;linux,0,Casual;Indie;Strategy;Casual;Indie;Strategy,22,264,12,0,0,0-20000
357650,Project Explore,1,Sebastian Nigro,Sebastian Nigro,windows;linux,0,Action;Adventure;Casual;Indie;Simulation;Survival;Adventure;Indie,0,176,64,35,35,0-20000
357670,Home Improvisation: Furniture Sandbox,1,The Stork Burnt Down,The Stork Burnt Down,windows;mac;linux,0,Casual;Indie;Simulation;Simulation;Indie;Casual,12,136,55,0,0,20000-50000
357690,APT,1,RIP Studios LLC,RIP Studios LLC,windows,0,Action;Indie;Strategy;Action;Indie;Strategy,27,24,9,0,0,0-20000
357700,Rogue Continuum,1,Rocktastic Games,Rocktastic Games,windows;mac;linux,0,Action;Indie;Strategy;Action;Indie;Strategy,0,19,3,0,0,0-20000
357720,Inside My Radio,1,Seaven Studio,Iceberg Interactive,windows,0,Action;Casual;Indie;Indie;Casual;Action,25,353,38,0,0,20000-50000
357750,Damn virgins,1,Luis Ruiz,Luis Ruiz,windows,0,Action;Adventure;Indie;Action;Adventure;Indie,15,21,3,0,0,0-20000
357770,The District,1,DistrictTeam,DistrictTeam,windows,0,Action;Adventure;Indie;Survival;Indie;Adventure,0,304,1083,227,223,200000-500000
357780,Defend Your Life: TD,1,Alda Games,Alda Games,windows;mac;linux,0,Action;Casual;Indie;Strategy;Tower Defense;Casual;Strategy,20,743,179,603,708,200000-500000
357830,Attack of the Labyrinth +,1,Timedrop Studios,Timedrop Studios,windows,0,Action;Indie;Action;Indie;Arcade,16,27,14,0,0,0-20000
357840,Zombie Camp: Last Survivor,1,Lunagames,Libredia,windows,0,Action;Action;Zombies,24,32,17,0,0,0-20000
357890,Vortex Attack: ボルテックスアタック,1,KaleidoGames,KaleidoGames,windows,0,Action;Indie;Indie;Action;Shoot 'Em Up,76,59,7,28,28,0-20000
357900,Make it indie!,1,Sometimes You,Sometimes You,windows;mac;linux,0,Adventure;Indie;Simulation;Indie;Simulation;Adventure,9,544,653,189,200,200000-500000
357910,QuestEvent,1,Fivang,Fivang,windows,0,Action;Adventure;Casual;Indie;RPG;Strategy;RPGMaker;RPG;Indie,0,7,16,0,0,0-20000
357920,Final Strike,1,Ghost Machine,Ghost Machine,windows,0,Action;Indie;Simulation;Early Access;Early Access;Action;Indie,0,14,21,0,0,0-20000
357930,R.O.O.T.S,1,reMaginarium,reMaginarium,windows;linux,0,Casual;Indie;Strategy;Strategy;Indie;Casual,0,34,21,0,0,20000-50000
357940,Telepath Tactics,1,Sinister Design,Sinister Design,windows,0,Indie;RPG;Strategy;Strategy;RPG;Indie,0,75,22,0,0,0-20000
358000,The Curse of Nordic Cove,1,On The Level Game Studios,On The Level Game Studios,windows,0,Action;Adventure;Indie;Action;Indie;Adventure,0,15,13,0,0,0-20000
358030,Another Star,1,Vision Riders Entertainment,Vision Riders Entertainment,windows;mac;linux,0,Indie;RPG;RPG;Indie;Retro,32,27,1,0,0,0-20000
358070,Earthtongue,1,Eric Hornby,Erichermit,windows;mac,0,Indie;Simulation;Simulation;Indie;Relaxing,35,109,12,0,0,20000-50000
358080,No Turning Back: The Pixel Art Action-Adventure Roguelike,1,ColloseusX;cpmilan,Phat Phrog Studios,windows,0,Action;Adventure;Indie;RPG;Early Access;Early Access;Action;Indie,4,116,94,224,220,50000-100000
358090,D4: Dark Dreams Don’t Die -Season One-,1,Access Games,AGM PLAYISM,windows,16,Adventure;Casual;Indie;Adventure;Story Rich;Great Soundtrack,78,1312,305,0,0,50000-100000
358130,Curious Expedition,1,Maschinen-Mensch,Maschinen-Mensch,windows;mac;linux,0,Adventure;Indie;RPG;Simulation;Strategy;Adventure;Pixel Graphics;Rogue-like,60,1716,208,562,562,100000-200000
358190,Blake Stone: Aliens of Gold,1,JAM Productions,Apogee Software,windows;mac,0,Action;Action;FPS;Classic,0,33,4,0,0,50000-100000
358200,Math Rescue,1,Redwood Games,3D Realms (Apogee Software),windows;mac,0,Adventure;Adventure;Education;Platformer,0,29,8,0,0,50000-100000
358210,Monster Bash,1,3D Realms (Apogee Software),Apogee Software,windows;mac,0,Action;Action;1990's;Platformer,0,27,4,0,0,0-20000
358220,Mystic Towers,1,Animation F/X,3D Realms (Apogee Software),windows;mac,0,Action;Adventure;Action;Adventure;Retro,0,17,5,0,0,0-20000
358230,Paganitzu,1,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,0,Action;Adventure;Action;Adventure;Puzzle,0,16,9,0,0,20000-50000
358250,Cosmo's Cosmic Adventure,1,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,0,Action;Adventure;Action;Adventure;Platformer,0,52,9,0,0,50000-100000
358260,Crystal Caves,1,3D Realms (Apogee Software),Apogee Software,windows;mac,0,Action;Action;Classic;Platformer,0,45,12,0,0,50000-100000
358270,Death Rally (Classic),1,Remedy,3D Realms (Apogee Software),windows;mac,0,Racing;Racing;Classic;Retro,0,118,16,22,22,50000-100000
358290,Hocus Pocus,1,Moonlite Software,3D Realms (Apogee Software),windows;mac,0,Action;Adventure;Action;Adventure;Platformer,0,60,10,14,14,50000-100000
358300,Major Stryker,1,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,0,Action;Action;Shoot 'Em Up;Classic,0,13,5,0,0,0-20000
358310,Blake Stone: Planet Strike,1,JAM Productions,Apogee Software,windows;mac,0,Action;Action;FPS;Classic,0,15,7,0,0,50000-100000
358320,Realms of Chaos,1,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,0,Action;Adventure;Action;Adventure;Platformer,0,19,6,0,0,20000-50000
358340,Word Rescue,1,Redwood Games,3D Realms (Apogee Software),windows;mac,0,Action;Adventure;Action;Adventure;Education,0,22,13,12,12,20000-50000
358350,Secret Agent,1,3D Realms (Apogee Software),3D Realms (Apogee Software),windows;mac,0,Action;Action;Platformer;Classic,0,43,7,0,0,50000-100000
358360,Raptor: Call of the Shadows (1994 Classic Edition),1,Cygnus Studios,Apogee Software,windows;mac,0,Action;Action;Shoot 'Em Up;Classic,0,71,9,1,1,50000-100000
358370,Terminal Velocity,1,Terminal Reality,Apogee Software,windows;mac,0,Action;Action;1990's;Shooter,0,42,3,0,0,50000-100000
358380,Wacky Wheels,1,Beavis Soft,3D Realms (Apogee Software),windows;mac,0,Action;Racing;Racing;Action;Classic,0,76,17,0,0,50000-100000
358390,Stargunner,1,3D Realms,3D Realms (Apogee Software),windows;mac,0,Action;Free to Play;Action;Free to Play;Shoot 'Em Up,0,55,9,13,13,0-20000
358410,Rise of the Triad: Dark War,1,3D Realms (Apogee Software),Apogee Software,windows;mac,0,Action;Action;FPS;Classic,0,40,4,3,3,20000-50000
358460,Talisman: The Horus Heresy,1,Nomad Games,Nomad Games,windows;mac,0,Strategy;Strategy;Warhammer 40K;Games Workshop,51,170,67,0,0,20000-50000
358610,Exowar,1,Aleksander Ciesielski,Neomex-Games,windows;mac,0,Action;Casual;Indie;Action;Indie;Casual,0,15,59,0,0,50000-100000
358650,Gryphon Knight Epic,1,Cyber Rhino Studios,Cyber Rhino Studios,windows;mac;linux,0,Action;Indie;Indie;Shoot 'Em Up;Action,70,176,34,333,333,20000-50000
358700,3d Bridges,1,Robert Dahlenburg,Dahlenburg,windows,0,Simulation;Simulation;Building;Physics,0,10,11,0,0,0-20000
358750,Sunrider: Liberation Day - Captain's Edition,1,Love in Space,Sekai Project,windows;mac;linux,0,Sexual Content;Nudity;Indie;RPG;Simulation;Strategy;Visual Novel;Strategy;Anime,52,546,95,216,314,100000-200000
358760,Selenon Rising,1,Fastermind Games,Sekai Project,windows;mac;linux,0,Adventure;Casual;Indie;Indie;Adventure;Casual,9,14,3,0,0,0-20000
358770,The Reject Demon: Toko Chapter 0 — Prelude,1,Lupiesoft,Lupiesoft,windows;mac;linux,18,Casual;Indie;Visual Novel;Indie;Casual,0,146,18,670,670,20000-50000
358810,Luckslinger,1,Duckbridge,Duckbridge,windows;mac;linux,0,Action;Adventure;Indie;Action;Indie;Adventure,25,92,16,0,0,0-20000
358830,Good Robot,1,Pyrodactyl,Pyrodactyl,windows,0,Action;Indie;RPG;Indie;Action;RPG,32,184,33,2,2,20000-50000
358840,ZombieRun,1,Guerrilla Bandit,Guerrilla Bandit,windows;mac,0,Action;Indie;Action;Indie;Platformer,0,23,33,0,0,0-20000
358960,Canabalt,1,Finji;Kittehface Software,Finji,windows;mac;linux,0,Action;Indie;Indie;Action;Platformer,31,175,29,2,2,20000-50000
359040,The Music Machine,1,David Szymanski,David Szymanski,windows,0,Adventure;Indie;Adventure;Horror;Indie,0,247,30,50,50,20000-50000
359050,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,1,marbenx,marbenx,windows,16,Action;Indie;Simulation;Nudity;Story Rich;Pixel Graphics,21,8258,423,74,121,200000-500000
359060,Switch Galaxy Ultra,1,Atomicom Limited,Green Man Gaming Publishing,windows;mac;linux,0,Action;Indie;Racing;Racing;Action;Indie,13,34,47,225,225,20000-50000
359070,Hunter Gatherer,1,Hunter Gatherer Games,Hunter Gatherer Games,windows;mac;linux,0,Adventure;Casual;Indie;Adventure;Indie;Casual,0,9,9,0,0,0-20000
359090,Gare Sapphire Mechs,1,Prexen Studios,Prexen Studios,windows,0,Action;Indie;Action;Indie,0,25,12,0,0,0-20000
359100,Q.U.B.E. 2,1,Toxic Games,Trapped Nerve Games,windows,0,Action;Adventure;Indie;Adventure;Action;Indie,21,547,116,913,913,50000-100000
359140,Kick Ass Commandos,1,Anarchy Enterprises,Anarchy Enterprises,windows;mac;linux,0,Action;Adventure;Indie;Strategy;Action;Indie;Adventure,67,361,16,0,0,20000-50000
359160,TAKEN,1,Undead Yeti Software,"Math Nerd Productions, LLC",windows;mac;linux,0,Action;Casual;Indie;Casual;Action;Indie,0,8,37,0,0,0-20000
359190,Rituals,1,Tymon Zgainski,Mudvark,windows;mac;linux,0,Adventure;Indie;Adventure;Indie;Point & Click,7,138,78,0,0,50000-100000
359220,MX vs. ATV Unleashed,1,Rainbow Studios,THQ Nordic,windows,0,Racing;Simulation;Racing;Motocross;Simulation,0,181,88,0,0,20000-50000
359230,Lethis - Path of Progress,1,Triskell Interactive,Triskell Interactive,windows,0,Indie;Simulation;Strategy;City Builder;Strategy;Simulation,50,571,250,1195,1195,20000-50000
359250,City of Fools,1,Absolutist Ltd.,Absolutist Ltd.,windows;mac,0,Adventure;Casual;Indie;Adventure;Indie;Casual,6,47,20,0,0,20000-50000
359260,Green Moon,1,Absolutist Ltd.,Absolutist Ltd.,windows,0,Adventure;Casual;Indie;Casual;Adventure;Indie,0,15,9,247,247,20000-50000
359280,Heroes of Loot,1,Orangepixel,Orangepixel,windows;mac;linux,0,Action;Adventure;RPG;Action;Adventure;RPG,15,48,24,0,0,0-20000
359300,Death Pirate,1,Singe Studio,Singe Studio,windows,0,Action;Adventure;Indie;RPG;Action;Adventure;Indie,18,2,6,0,0,0-20000
359310,Evoland 2,1,Shiro Games,Shiro Games,windows;mac,0,Action;Adventure;Indie;RPG;RPG;Adventure;Indie,38,2887,428,198,198,200000-500000
359320,Elite Dangerous,1,Frontier Developments,Frontier Developments,windows,0,Action;Adventure;Massively Multiplayer;RPG;Simulation;Strategy;Space Sim;Space;Open World,0,26143,11006,4545,2579,1000000-2000000
359340,Pixel Puzzles Mosaics,1,DL Softworks,DL Softworks,windows,0,Casual;Indie;Simulation;Sports;Strategy;Casual;Indie;Strategy,34,18,3,0,0,0-20000
