Hours_Worked_Per_Week,Employee_ID,Satisfaction_with_Remote_Work,Physical_Activity,Gender,Arbeitsplatz,Access_to_Mental_Health_Resources,Number_of_Virtual_Meetings,Company_Support_for_Remote_Work,Social_Isolation_Rating,old age,Industrie,be life story equipoise military rating,Productivity_Change,Sleep_Quality
34,EMP1310,Neutral,Weekly,Male,Hybrid,Yes,4,3,2,60,Education,4,No Change,Average
38,EMP1311,Satisfied,None,Male,Onsite,No,1,4,5,47,Finance,1,Increase,Average
37,EMP1312,Unsatisfied,None,Prefer not to say,Remote,Yes,14,3,3,23,Healthcare,2,Decrease,Average
22,EMP1313,Neutral,Weekly,Male,Remote,Yes,5,2,3,23,Finance,4,No Change,Good
22,EMP1314,Satisfied,Daily,Prefer not to say,Onsite,Yes,3,4,1,35,Finance,2,Increase,Average
52,EMP1315,Neutral,Daily,Non-binary,Onsite,No,3,3,5,53,Healthcare,5,No Change,Poor
28,EMP1316,Unsatisfied,Daily,Female,Remote,Yes,3,5,2,49,Finance,3,Decrease,Average
43,EMP1317,Satisfied,None,Non-binary,Onsite,Yes,3,5,3,43,Manufacturing,1,No Change,Average
41,EMP1318,Unsatisfied,Daily,Male,Onsite,Yes,8,2,2,41,Manufacturing,3,No Change,Average
48,EMP1319,Satisfied,None,Non-binary,Onsite,No,3,2,2,59,Finance,3,No Change,Poor
30,EMP1320,Satisfied,Weekly,Non-binary,Hybrid,Yes,9,2,3,52,Education,2,Decrease,Good
29,EMP1321,Neutral,Daily,Male,Onsite,No,1,1,3,53,Consulting,1,Increase,Average
31,EMP1322,Neutral,None,Prefer not to say,Remote,No,0,3,4,42,Consulting,3,No Change,Average
43,EMP1323,Neutral,Daily,Prefer not to say,Remote,Yes,4,4,3,24,Healthcare,5,Increase,Poor
56,EMP1324,Unsatisfied,Weekly,Non-binary,Onsite,Yes,2,4,5,37,Manufacturing,2,Decrease,Poor
58,EMP1325,Unsatisfied,Daily,Non-binary,Onsite,Yes,9,4,5,58,IT,2,Decrease,Good
53,EMP1326,Neutral,None,Male,Remote,Yes,7,3,4,33,Consulting,4,Decrease,Good
36,EMP1327,Neutral,Weekly,Prefer not to say,Remote,No,3,2,5,24,Retail,5,Increase,Poor
40,EMP1328,Unsatisfied,Daily,Male,Hybrid,No,9,2,1,46,Healthcare,2,No Change,Average
60,EMP1329,Neutral,None,Female,Hybrid,Yes,8,4,3,27,Retail,1,Increase,Poor
44,EMP1330,Neutral,Daily,Non-binary,Hybrid,No,2,4,1,35,IT,5,Increase,Average
33,EMP1331,Satisfied,None,Non-binary,Remote,No,15,4,5,24,Education,4,Decrease,Good
50,EMP1332,Unsatisfied,Daily,Female,Hybrid,Yes,7,2,3,60,Healthcare,5,Increase,Good
38,EMP1333,Unsatisfied,None,Non-binary,Remote,Yes,10,1,5,59,Manufacturing,5,Decrease,Good
51,EMP1334,Neutral,Daily,Prefer not to say,Remote,Yes,14,1,3,23,Healthcare,3,No Change,Poor
59,EMP1335,Neutral,None,Male,Remote,No,6,4,1,55,Finance,2,Increase,Good
54,EMP1336,Neutral,Daily,Female,Onsite,Yes,0,4,5,40,Education,4,Increase,Average
34,EMP1337,Satisfied,Daily,Non-binary,Remote,Yes,8,3,4,39,Consulting,3,Increase,Good
37,EMP1338,Satisfied,Weekly,Male,Remote,No,3,5,2,51,Healthcare,2,Decrease,Good
24,EMP1339,Unsatisfied,None,Male,Remote,Yes,5,4,1,40,Finance,3,Increase,Average
60,EMP1340,Satisfied,Weekly,Female,Remote,Yes,0,2,2,34,Education,2,Decrease,Average
34,EMP1341,Unsatisfied,None,Non-binary,Onsite,No,5,1,3,49,Finance,2,Decrease,Average
25,EMP1342,Satisfied,Weekly,Non-binary,Onsite,No,0,1,4,24,IT,3,Decrease,Good
41,EMP1343,Neutral,Weekly,Non-binary,Remote,No,13,3,2,48,IT,3,Decrease,Average
54,EMP1344,Neutral,None,Non-binary,Remote,No,15,2,2,40,IT,2,No Change,Average
39,EMP1345,Unsatisfied,Weekly,Prefer not to say,Onsite,Yes,2,3,2,45,IT,1,Increase,Poor
52,EMP1346,Neutral,Daily,Female,Onsite,No,15,4,1,30,Healthcare,2,Increase,Good
54,EMP1347,Satisfied,Weekly,Prefer not to say,Remote,No,5,2,5,25,IT,1,No Change,Average
22,EMP1348,Satisfied,None,Non-binary,Onsite,Yes,15,3,5,57,Healthcare,5,No Change,Poor
43,EMP1349,Satisfied,Daily,Female,Hybrid,Yes,11,5,4,53,Consulting,4,Increase,Good
35,EMP1350,Neutral,None,Male,Hybrid,Yes,14,1,4,56,Retail,5,Increase,Average
26,EMP1351,Satisfied,Weekly,Prefer not to say,Onsite,No,0,3,2,26,Manufacturing,1,No Change,Average
32,EMP1352,Unsatisfied,Weekly,Male,Onsite,No,13,4,2,58,Consulting,4,No Change,Average
53,EMP1353,Unsatisfied,Daily,Non-binary,Remote,No,9,2,3,57,IT,3,Decrease,Average
32,EMP1354,Unsatisfied,None,Prefer not to say,Remote,Yes,15,5,3,44,Healthcare,3,Increase,Average
35,EMP1355,Unsatisfied,Daily,Male,Hybrid,Yes,1,5,4,32,Education,5,Increase,Average
44,EMP1356,Neutral,Daily,Non-binary,Hybrid,No,6,3,3,42,Manufacturing,5,No Change,Poor
24,EMP1357,Unsatisfied,Weekly,Non-binary,Onsite,Yes,5,4,5,43,Consulting,3,Decrease,Average
47,EMP1358,Neutral,None,Male,Remote,No,14,1,4,58,Manufacturing,5,Increase,Poor
32,EMP1359,Unsatisfied,Weekly,Female,Hybrid,Yes,1,1,3,27,Retail,5,Decrease,Average
32,EMP1360,Neutral,Daily,Female,Remote,No,0,4,4,25,Finance,2,Decrease,Good
39,EMP1361,Neutral,Daily,Prefer not to say,Remote,No,4,3,2,30,Manufacturing,1,Increase,Good
49,EMP1362,Satisfied,Daily,Female,Remote,Yes,11,3,2,44,Healthcare,2,Increase,Good
59,EMP1363,Neutral,None,Non-binary,Remote,No,7,1,3,28,Education,4,No Change,Poor
23,EMP1364,Unsatisfied,Weekly,Male,Hybrid,No,13,1,5,36,IT,5,Decrease,Average
34,EMP1365,Unsatisfied,Weekly,Prefer not to say,Remote,Yes,0,2,2,35,Retail,1,Increase,Poor
49,EMP1366,Unsatisfied,Weekly,Prefer not to say,Hybrid,No,4,1,4,29,IT,4,Decrease,Good
39,EMP1367,Unsatisfied,Daily,Male,Remote,No,11,3,5,56,Finance,4,Increase,Average
26,EMP1368,Unsatisfied,Weekly,Male,Remote,No,13,5,3,45,Healthcare,3,No Change,Average
50,EMP1369,Satisfied,Daily,Male,Hybrid,No,7,1,5,47,Consulting,1,Decrease,Good
46,EMP1370,Satisfied,Daily,Female,Hybrid,No,4,1,4,41,Finance,2,Increase,Poor
46,EMP1371,Satisfied,Daily,Prefer not to say,Onsite,No,6,4,1,47,Consulting,5,Increase,Poor
22,EMP1372,Neutral,Weekly,Male,Hybrid,Yes,7,2,3,32,IT,2,No Change,Poor
56,EMP1373,Unsatisfied,None,Non-binary,Hybrid,Yes,13,5,1,56,IT,5,No Change,Poor
35,EMP1374,Satisfied,Daily,Prefer not to say,Remote,Yes,8,2,2,60,Education,5,Decrease,Average
54,EMP1375,Satisfied,Daily,Non-binary,Onsite,Yes,15,4,3,42,Manufacturing,3,No Change,Good
51,EMP1376,Neutral,Daily,Non-binary,Hybrid,No,5,3,4,36,Retail,5,Increase,Poor
45,EMP1377,Neutral,Weekly,Non-binary,Remote,Yes,4,5,1,40,Finance,4,Increase,Good
42,EMP1378,Unsatisfied,Daily,Male,Remote,No,4,5,5,32,Education,2,Increase,Poor
55,EMP1379,Satisfied,Daily,Female,Hybrid,Yes,9,4,3,32,Retail,3,No Change,Good
21,EMP1380,Satisfied,Daily,Non-binary,Onsite,No,5,3,4,49,Retail,1,Increase,Good
41,EMP1381,Satisfied,Daily,Non-binary,Onsite,No,15,4,1,42,Healthcare,5,Increase,Average
49,EMP1382,Unsatisfied,Daily,Prefer not to say,Onsite,Yes,13,2,3,39,Healthcare,5,Decrease,Average
47,EMP1383,Neutral,None,Non-binary,Remote,No,7,2,5,29,Finance,2,Increase,Average
29,EMP1384,Satisfied,None,Non-binary,Onsite,No,8,3,2,52,Healthcare,2,Increase,Average
20,EMP1385,Neutral,None,Prefer not to say,Remote,Yes,5,4,5,25,Manufacturing,3,Decrease,Good
20,EMP1386,Neutral,Daily,Male,Remote,Yes,5,3,2,58,Consulting,5,Decrease,Good
25,EMP1387,Unsatisfied,None,Prefer not to say,Remote,No,15,1,4,59,IT,3,Increase,Average
23,EMP1388,Neutral,Weekly,Male,Onsite,Yes,10,4,4,60,Education,5,Decrease,Poor
43,EMP1389,Satisfied,None,Male,Hybrid,No,9,2,1,24,IT,5,Increase,Average
39,EMP1390,Neutral,None,Prefer not to say,Remote,No,0,4,1,49,Retail,1,Increase,Good
45,EMP1391,Unsatisfied,Daily,Female,Onsite,No,11,4,1,25,Healthcare,3,Increase,Good
20,EMP1392,Neutral,Daily,Female,Remote,No,15,2,5,56,Education,1,Decrease,Poor
58,EMP1393,Unsatisfied,None,Prefer not to say,Onsite,Yes,10,3,5,34,Education,3,Increase,Average
45,EMP1394,Neutral,None,Prefer not to say,Onsite,No,0,2,1,43,Finance,5,Decrease,Poor
32,EMP1395,Neutral,Daily,Non-binary,Onsite,Yes,5,1,1,56,Manufacturing,4,Decrease,Average
45,EMP1396,Unsatisfied,Weekly,Male,Hybrid,No,15,2,4,46,Finance,4,No Change,Average
35,EMP1397,Unsatisfied,None,Non-binary,Hybrid,No,11,5,3,35,Education,1,Increase,Poor
22,EMP1398,Unsatisfied,Daily,Male,Remote,No,15,5,2,56,IT,5,Increase,Average
21,EMP1399,Unsatisfied,Weekly,Male,Hybrid,No,12,2,4,27,IT,2,Decrease,Average
23,EMP1400,Neutral,Weekly,Prefer not to say,Onsite,Yes,1,3,4,58,IT,1,Decrease,Good
39,EMP1401,Unsatisfied,None,Female,Remote,No,0,1,3,26,Healthcare,5,No Change,Good
43,EMP1402,Unsatisfied,None,Non-binary,Onsite,Yes,3,5,1,31,Consulting,3,Decrease,Good
32,EMP1403,Neutral,None,Female,Hybrid,Yes,13,5,5,53,Consulting,4,Decrease,Good
27,EMP1404,Neutral,Daily,Prefer not to say,Onsite,Yes,8,5,1,41,Finance,1,No Change,Good
45,EMP1405,Satisfied,Weekly,Prefer not to say,Hybrid,No,3,5,3,24,Healthcare,4,Decrease,Poor
26,EMP1406,Satisfied,Daily,Prefer not to say,Hybrid,No,12,3,4,46,Healthcare,3,Decrease,Poor
28,EMP1407,Neutral,Daily,Female,Remote,No,1,1,2,45,Finance,3,Decrease,Poor
43,EMP1408,Satisfied,Daily,Non-binary,Hybrid,No,13,1,5,23,Finance,5,No Change,Poor
28,EMP1409,Unsatisfied,None,Non-binary,Remote,Yes,12,1,5,55,Manufacturing,2,Increase,Good
37,EMP1410,Neutral,Daily,Male,Hybrid,Yes,0,3,4,38,IT,3,No Change,Poor
21,EMP1411,Satisfied,Weekly,Non-binary,Remote,No,13,4,4,34,IT,3,Decrease,Average
38,EMP1412,Unsatisfied,Weekly,Female,Remote,No,1,1,4,24,Education,5,Decrease,Poor
28,EMP1413,Satisfied,Daily,Non-binary,Onsite,Yes,5,4,1,46,Finance,3,No Change,Good
33,EMP1414,Unsatisfied,None,Prefer not to say,Remote,No,0,3,3,36,Healthcare,2,Increase,Average
25,EMP1415,Satisfied,None,Male,Onsite,Yes,4,3,1,30,IT,4,No Change,Good
44,EMP1416,Neutral,None,Male,Onsite,No,9,2,5,34,Manufacturing,1,Increase,Good
49,EMP1417,Satisfied,None,Female,Remote,Yes,15,3,4,40,Education,5,No Change,Average
60,EMP1418,Satisfied,None,Male,Remote,No,0,4,5,37,Consulting,5,No Change,Average
28,EMP1419,Satisfied,None,Non-binary,Onsite,Yes,3,4,3,37,IT,2,Increase,Poor
41,EMP1420,Neutral,None,Non-binary,Remote,Yes,5,2,4,33,IT,3,No Change,Average
51,EMP1421,Satisfied,Weekly,Prefer not to say,Onsite,No,13,1,1,53,IT,1,No Change,Good
52,EMP1422,Unsatisfied,None,Female,Remote,No,9,5,2,23,Manufacturing,5,No Change,Good
31,EMP1423,Unsatisfied,None,Female,Remote,No,10,1,1,22,Healthcare,4,Increase,Average
51,EMP1424,Neutral,None,Non-binary,Remote,Yes,3,4,1,45,Manufacturing,4,Decrease,Good
36,EMP1425,Neutral,Weekly,Female,Onsite,Yes,9,3,5,25,Finance,4,Increase,Average
59,EMP1426,Neutral,None,Male,Onsite,Yes,10,1,4,44,Finance,3,Increase,Good
43,EMP1427,Neutral,Weekly,Female,Remote,No,7,3,4,36,Consulting,3,Increase,Poor
54,EMP1428,Neutral,None,Female,Hybrid,Yes,13,1,2,37,Consulting,3,Increase,Good
43,EMP1429,Unsatisfied,None,Male,Hybrid,Yes,7,4,2,45,Healthcare,2,Decrease,Good
22,EMP1430,Satisfied,Weekly,Female,Remote,No,2,4,5,48,Retail,5,No Change,Poor
34,EMP1431,Satisfied,Daily,Non-binary,Remote,No,8,5,5,42,Finance,4,Decrease,Poor
23,EMP1432,Satisfied,None,Non-binary,Remote,No,5,4,3,24,Manufacturing,3,No Change,Good
27,EMP1433,Unsatisfied,Daily,Non-binary,Remote,No,3,1,2,58,Healthcare,4,No Change,Average
45,EMP1434,Neutral,Weekly,Female,Remote,Yes,1,3,1,50,Finance,1,Decrease,Good
42,EMP1435,Neutral,None,Prefer not to say,Remote,Yes,7,4,2,46,Retail,2,Increase,Poor
40,EMP1436,Satisfied,Daily,Non-binary,Onsite,No,7,5,4,56,Retail,4,Increase,Average
46,EMP1437,Neutral,Weekly,Male,Onsite,No,6,3,5,27,Education,4,Increase,Poor
37,EMP1438,Unsatisfied,None,Female,Hybrid,Yes,6,2,2,38,Retail,2,No Change,Good
36,EMP1439,Unsatisfied,Weekly,Non-binary,Onsite,No,9,2,3,56,Consulting,4,No Change,Good
35,EMP1440,Unsatisfied,Daily,Female,Hybrid,No,6,3,5,57,IT,2,Increase,Good
24,EMP1441,Satisfied,None,Prefer not to say,Hybrid,No,4,1,1,22,Retail,3,Decrease,Average
22,EMP1442,Satisfied,Daily,Prefer not to say,Remote,Yes,1,4,2,45,Manufacturing,3,Increase,Poor
37,EMP1443,Satisfied,Daily,Male,Hybrid,Yes,8,5,1,33,Manufacturing,1,Decrease,Average
28,EMP1444,Neutral,None,Non-binary,Hybrid,No,13,1,2,37,Manufacturing,1,No Change,Good
56,EMP1445,Neutral,Weekly,Non-binary,Remote,Yes,7,5,4,29,IT,3,Decrease,Poor
36,EMP1446,Satisfied,Daily,Female,Hybrid,No,9,1,4,51,Retail,3,Increase,Average
35,EMP1447,Satisfied,None,Prefer not to say,Hybrid,Yes,1,1,4,43,Finance,2,No Change,Average
41,EMP1448,Unsatisfied,Weekly,Non-binary,Hybrid,No,10,5,3,49,IT,1,Increase,Poor
40,EMP1449,Unsatisfied,None,Female,Remote,Yes,13,4,4,28,Healthcare,1,Decrease,Average
37,EMP1450,Satisfied,Daily,Female,Hybrid,Yes,10,5,2,28,IT,1,No Change,Good
27,EMP1451,Neutral,Daily,Prefer not to say,Onsite,No,12,1,3,23,Finance,3,No Change,Poor
51,EMP1452,Neutral,Weekly,Male,Hybrid,Yes,11,2,5,32,IT,3,No Change,Poor
35,EMP1453,Satisfied,None,Male,Remote,No,4,5,5,58,Retail,1,Increase,Average
46,EMP1454,Unsatisfied,None,Male,Onsite,No,7,1,3,57,Consulting,5,Increase,Poor
50,EMP1455,Unsatisfied,None,Female,Onsite,No,7,5,5,27,Consulting,2,No Change,Good
26,EMP1456,Neutral,None,Non-binary,Remote,Yes,2,3,1,40,Retail,1,Decrease,Good
38,EMP1457,Unsatisfied,None,Male,Hybrid,No,14,4,4,55,Finance,5,Decrease,Poor
57,EMP1458,Satisfied,Weekly,Male,Onsite,No,2,5,2,54,Healthcare,4,Increase,Poor
26,EMP1459,Neutral,Daily,Non-binary,Remote,No,15,2,2,54,Retail,4,Increase,Good
41,EMP1460,Satisfied,Weekly,Non-binary,Remote,Yes,11,4,2,26,Finance,1,Increase,Average
41,EMP1461,Satisfied,Weekly,Male,Remote,Yes,5,1,5,48,Retail,4,Increase,Poor
25,EMP1462,Satisfied,None,Male,Hybrid,No,9,2,4,32,IT,4,No Change,Good
56,EMP1463,Unsatisfied,Weekly,Male,Remote,No,10,3,1,52,Consulting,4,No Change,Poor
43,EMP1464,Unsatisfied,None,Prefer not to say,Remote,No,8,3,2,57,Education,2,No Change,Poor
39,EMP1465,Satisfied,None,Female,Remote,Yes,5,5,3,36,Education,3,No Change,Poor
39,EMP1466,Unsatisfied,Weekly,Prefer not to say,Remote,Yes,12,1,1,54,Healthcare,1,Decrease,Poor
53,EMP1467,Neutral,Daily,Prefer not to say,Onsite,No,4,3,5,40,IT,2,Increase,Poor
27,EMP1468,Neutral,Weekly,Non-binary,Remote,Yes,6,2,4,49,Consulting,2,Decrease,Average
47,EMP1469,Neutral,Daily,Prefer not to say,Onsite,No,10,2,3,24,Retail,1,No Change,Poor
29,EMP1470,Neutral,Daily,Non-binary,Hybrid,Yes,14,3,1,54,Manufacturing,4,Increase,Good
41,EMP1471,Satisfied,Weekly,Male,Remote,No,4,5,2,35,Consulting,5,No Change,Good
22,EMP1472,Neutral,Weekly,Non-binary,Remote,Yes,7,5,1,55,Healthcare,1,No Change,Poor
41,EMP1473,Satisfied,Weekly,Female,Onsite,Yes,13,2,2,36,Healthcare,5,No Change,Average
44,EMP1474,Unsatisfied,Daily,Male,Onsite,Yes,14,4,3,43,Healthcare,1,Decrease,Average
57,EMP1475,Neutral,Weekly,Prefer not to say,Remote,No,14,5,5,25,Consulting,3,Decrease,Average
43,EMP1476,Neutral,Daily,Female,Remote,Yes,2,3,1,42,Retail,3,Increase,Average
43,EMP1477,Satisfied,Weekly,Female,Hybrid,Yes,11,1,2,24,Consulting,2,Increase,Poor
20,EMP1478,Unsatisfied,Daily,Female,Onsite,No,4,3,4,48,Retail,1,Increase,Poor
55,EMP1479,Unsatisfied,Daily,Male,Hybrid,Yes,11,3,1,47,Retail,3,Decrease,Poor
44,EMP1480,Unsatisfied,None,Prefer not to say,Hybrid,Yes,15,2,2,54,IT,4,No Change,Average
37,EMP1481,Neutral,Weekly,Non-binary,Hybrid,Yes,15,4,3,43,Retail,3,No Change,Poor
59,EMP1482,Unsatisfied,Daily,Prefer not to say,Remote,No,5,1,2,29,Manufacturing,2,No Change,Poor
43,EMP1483,Neutral,Weekly,Male,Remote,Yes,11,2,5,37,IT,3,Increase,Average
57,EMP1484,Unsatisfied,Weekly,Male,Onsite,No,2,5,2,39,Manufacturing,3,Increase,Average
51,EMP1485,Unsatisfied,Daily,Female,Onsite,No,3,5,4,46,Education,2,Decrease,Average
39,EMP1486,Unsatisfied,Weekly,Male,Onsite,Yes,12,1,4,44,Retail,3,Decrease,Poor
56,EMP1487,Satisfied,Weekly,Non-binary,Onsite,No,5,1,3,36,Healthcare,3,No Change,Average
53,EMP1488,Satisfied,Daily,Non-binary,Hybrid,Yes,6,3,1,28,Finance,1,No Change,Average
33,EMP1489,Satisfied,Weekly,Female,Hybrid,No,10,1,3,23,IT,1,Decrease,Poor
47,EMP1490,Satisfied,Daily,Prefer not to say,Remote,Yes,6,3,5,60,Retail,5,No Change,Good
42,EMP1491,Unsatisfied,None,Prefer not to say,Hybrid,Yes,2,5,2,55,IT,3,Decrease,Average
32,EMP1492,Satisfied,Weekly,Male,Remote,Yes,15,4,3,34,Education,5,Decrease,Average
58,EMP1493,Neutral,Daily,Prefer not to say,Onsite,No,4,3,1,30,Finance,5,Decrease,Poor
46,EMP1494,Satisfied,None,Female,Onsite,No,5,1,3,26,Education,1,Increase,Poor
29,EMP1495,Satisfied,Daily,Male,Onsite,Yes,7,1,5,44,Retail,3,Decrease,Poor
39,EMP1496,Neutral,Weekly,Prefer not to say,Remote,Yes,6,4,2,24,IT,1,Increase,Good
24,EMP1497,Satisfied,None,Male,Hybrid,Yes,8,5,2,59,Healthcare,4,No Change,Poor
30,EMP1498,Satisfied,Weekly,Male,Onsite,No,0,5,3,60,Consulting,3,Increase,Average
37,EMP1499,Unsatisfied,None,Female,Remote,Yes,8,3,1,32,Consulting,2,Increase,Average
32,EMP1500,Unsatisfied,None,Prefer not to say,Onsite,No,13,5,2,49,Consulting,4,No Change,Good
49,EMP1501,Neutral,Weekly,Female,Onsite,No,12,3,5,36,IT,4,Decrease,Average
24,EMP1502,Neutral,Daily,Female,Onsite,No,7,2,5,40,Manufacturing,5,Decrease,Poor
20,EMP1503,Satisfied,Daily,Non-binary,Hybrid,Yes,9,2,4,49,Finance,2,Decrease,Good
41,EMP1504,Satisfied,Weekly,Female,Onsite,No,4,5,2,26,Consulting,3,Increase,Poor
27,EMP1505,Neutral,None,Prefer not to say,Hybrid,Yes,0,5,5,49,Finance,5,Increase,Poor
43,EMP1506,Satisfied,Daily,Prefer not to say,Onsite,No,12,5,4,60,Manufacturing,2,No Change,Average
34,EMP1507,Unsatisfied,None,Male,Onsite,No,8,1,5,42,IT,3,No Change,Average
20,EMP1508,Satisfied,Daily,Female,Remote,Yes,8,2,2,28,Consulting,5,No Change,Poor
49,EMP1509,Unsatisfied,None,Prefer not to say,Remote,Yes,11,2,1,45,Finance,3,Decrease,Good
39,EMP1510,Unsatisfied,Daily,Prefer not to say,Remote,Yes,1,2,5,27,Finance,3,Increase,Poor
56,EMP1511,Unsatisfied,Daily,Female,Hybrid,Yes,15,3,4,44,Healthcare,3,Increase,Average
55,EMP1512,Satisfied,Weekly,Male,Onsite,No,12,3,3,28,Retail,4,No Change,Average
59,EMP1513,Neutral,Daily,Male,Remote,No,15,4,1,43,Retail,4,Increase,Average
33,EMP1514,Neutral,Weekly,Non-binary,Hybrid,Yes,6,3,2,24,Manufacturing,5,Decrease,Average
42,EMP1515,Satisfied,None,Female,Onsite,Yes,13,2,3,53,IT,3,Increase,Good
22,EMP1516,Unsatisfied,Daily,Prefer not to say,Remote,No,4,2,5,41,IT,1,No Change,Good
42,EMP1517,Satisfied,Weekly,Male,Onsite,No,11,1,2,59,IT,1,Decrease,Good
31,EMP1518,Neutral,Weekly,Female,Remote,No,14,2,4,45,Healthcare,3,No Change,Average
40,EMP1519,Unsatisfied,Daily,Non-binary,Remote,No,9,5,3,26,Finance,3,No Change,Poor
20,EMP1520,Satisfied,None,Prefer not to say,Remote,Yes,5,1,2,52,Manufacturing,4,Increase,Good
28,EMP1521,Neutral,Weekly,Prefer not to say,Onsite,No,1,4,5,48,Consulting,3,Decrease,Poor
35,EMP1522,Neutral,Daily,Prefer not to say,Onsite,Yes,13,1,2,22,IT,1,No Change,Good
60,EMP1523,Neutral,Daily,Non-binary,Remote,No,11,3,4,41,Manufacturing,1,Decrease,Poor
58,EMP1524,Unsatisfied,None,Non-binary,Onsite,No,7,4,4,50,Retail,3,Decrease,Average
28,EMP1525,Neutral,Daily,Female,Remote,No,0,3,5,29,Finance,3,Increase,Average
44,EMP1526,Unsatisfied,Weekly,Male,Remote,No,14,1,4,27,IT,2,Decrease,Poor
50,EMP1527,Neutral,None,Prefer not to say,Onsite,Yes,4,4,4,43,Consulting,5,No Change,Average
60,EMP1528,Neutral,Weekly,Non-binary,Remote,Yes,1,3,5,51,Finance,4,Decrease,Poor
53,EMP1529,Unsatisfied,Weekly,Female,Hybrid,No,5,3,5,47,Finance,5,Increase,Good
36,EMP1530,Satisfied,Weekly,Male,Remote,Yes,7,2,5,44,IT,4,Increase,Average
24,EMP1531,Neutral,None,Prefer not to say,Hybrid,Yes,0,3,4,44,Retail,3,Increase,Average
25,EMP1532,Unsatisfied,Daily,Female,Remote,Yes,0,3,5,43,Retail,3,Increase,Average
47,EMP1533,Neutral,Weekly,Female,Remote,No,8,2,3,22,Consulting,5,No Change,Average
50,EMP1534,Neutral,Weekly,Prefer not to say,Remote,Yes,10,1,4,40,Consulting,4,No Change,Good
40,EMP1535,Neutral,Daily,Non-binary,Hybrid,Yes,11,5,4,34,IT,5,Decrease,Poor
39,EMP1536,Neutral,None,Female,Onsite,No,11,4,2,59,Finance,1,No Change,Good
54,EMP1537,Neutral,None,Female,Onsite,Yes,12,3,5,26,Consulting,4,No Change,Poor
44,EMP1538,Neutral,Weekly,Male,Hybrid,Yes,9,4,3,40,Manufacturing,3,No Change,Good
33,EMP1539,Neutral,None,Female,Remote,Yes,3,5,4,47,Retail,2,Increase,Good
25,EMP1540,Neutral,Daily,Female,Hybrid,Yes,8,3,5,54,Healthcare,5,Increase,Poor
33,EMP1541,Unsatisfied,Daily,Male,Onsite,No,8,4,2,26,IT,2,Increase,Poor
31,EMP1542,Unsatisfied,None,Non-binary,Remote,Yes,7,4,4,52,Education,3,Decrease,Poor
36,EMP1543,Satisfied,Weekly,Male,Remote,Yes,1,1,5,38,Education,3,Decrease,Average
35,EMP1544,Satisfied,Daily,Non-binary,Remote,No,9,5,2,34,Consulting,2,Decrease,Good
24,EMP1545,Satisfied,Daily,Prefer not to say,Remote,Yes,12,2,4,39,Finance,2,No Change,Poor
50,EMP1546,Unsatisfied,Weekly,Non-binary,Hybrid,Yes,7,5,5,60,Manufacturing,3,Increase,Poor
30,EMP1547,Satisfied,Daily,Female,Hybrid,No,11,5,3,24,Retail,3,Decrease,Average
38,EMP1548,Satisfied,None,Prefer not to say,Onsite,No,3,4,3,49,Consulting,3,Decrease,Poor
40,EMP1549,Unsatisfied,Weekly,Non-binary,Onsite,No,5,5,3,45,Consulting,1,Increase,Poor
40,EMP1550,Unsatisfied,Weekly,Male,Remote,Yes,9,1,4,28,Retail,3,No Change,Average
29,EMP1551,Neutral,None,Female,Remote,No,2,2,1,34,IT,5,No Change,Poor
42,EMP1552,Satisfied,Weekly,Non-binary,Onsite,Yes,11,4,3,27,Manufacturing,1,Decrease,Average
50,EMP1553,Neutral,None,Female,Hybrid,Yes,3,2,2,35,Consulting,4,No Change,Good
23,EMP1554,Unsatisfied,Daily,Prefer not to say,Remote,No,13,3,2,47,Retail,4,No Change,Average
31,EMP1555,Neutral,Daily,Prefer not to say,Remote,No,10,1,3,51,Retail,3,Increase,Poor
44,EMP1556,Neutral,Daily,Prefer not to say,Onsite,Yes,9,5,4,25,IT,4,No Change,Poor
27,EMP1557,Satisfied,Daily,Female,Hybrid,No,6,2,1,36,Retail,4,Increase,Average
59,EMP1558,Satisfied,Daily,Female,Remote,Yes,15,3,4,47,Education,3,Increase,Poor
36,EMP1559,Unsatisfied,Daily,Male,Onsite,Yes,4,1,4,60,IT,3,No Change,Good
26,EMP1560,Unsatisfied,Daily,Female,Hybrid,No,8,4,5,25,Finance,4,No Change,Poor
32,EMP1561,Satisfied,Weekly,Female,Onsite,Yes,9,1,1,26,Retail,3,Decrease,Average
23,EMP1562,Satisfied,None,Male,Hybrid,Yes,11,3,3,55,Consulting,4,Decrease,Poor
30,EMP1563,Satisfied,None,Non-binary,Hybrid,Yes,9,5,1,31,Manufacturing,3,No Change,Average
24,EMP1564,Unsatisfied,Daily,Male,Onsite,No,0,4,3,36,Manufacturing,5,Decrease,Good
37,EMP1565,Satisfied,None,Non-binary,Remote,No,6,4,5,23,Education,5,Decrease,Poor
41,EMP1566,Unsatisfied,None,Male,Onsite,No,15,2,1,56,Education,1,Decrease,Poor
42,EMP1567,Unsatisfied,Daily,Non-binary,Remote,Yes,9,5,3,36,Finance,2,No Change,Good
34,EMP1568,Neutral,Daily,Female,Remote,No,9,5,4,33,Manufacturing,3,Decrease,Average
54,EMP1569,Neutral,Daily,Prefer not to say,Hybrid,No,8,5,3,50,Manufacturing,2,Increase,Good
29,EMP1570,Satisfied,Daily,Prefer not to say,Hybrid,Yes,8,3,5,29,Education,2,Decrease,Good
