Job_Role,Industry,Ag,Mental_Health_Condition,Stress_Level,Years_of_Experience,Work_Location,Region,Employee_ID,Number_of_Virtual_Meetings,R_Satisfaction_with_Remote_Work,Work_Life_Balance_Rating,Hours_Worked_Per_Week,Productivity_Change
Designer,Manufacturing,50,Anxiety,Medium,17,Onsite,Africa,EMP1048,15,Unsatisfied,2,23,No Change
Sales,Manufacturing,45,Depression,High,1,Hybrid,Oceania,EMP1049,10,Satisfied,4,46,No Change
Designer,Retail,36,None,Low,5,Remote,North America,EMP1050,2,Satisfied,1,47,No Change
Project Manager,Education,45,Burnout,High,7,Onsite,Europe,EMP1051,2,Unsatisfied,2,51,Decrease
Sales,Manufacturing,40,Depression,High,31,Onsite,Europe,EMP1052,5,Satisfied,2,46,Increase
Project Manager,IT,29,Burnout,Medium,4,Remote,Africa,EMP1053,12,Unsatisfied,3,41,No Change
Data Scientist,IT,24,Burnout,High,19,Hybrid,Europe,EMP1054,6,Satisfied,2,29,No Change
Sales,IT,42,Anxiety,Low,18,Remote,Europe,EMP1055,1,Neutral,4,31,No Change
Data Scientist,Healthcare,34,Depression,High,7,Remote,North America,EMP1056,4,Satisfied,1,25,Decrease
Sales,Consulting,40,Depression,High,10,Remote,Europe,EMP1057,13,Satisfied,1,60,No Change
Software Engineer,Retail,27,None,Medium,12,Remote,South America,EMP1058,10,Unsatisfied,4,28,Decrease
HR,Finance,33,None,High,21,Remote,Oceania,EMP1059,14,Neutral,4,34,No Change
Software Engineer,Retail,24,Burnout,High,14,Onsite,South America,EMP1060,13,Unsatisfied,5,35,No Change
HR,Manufacturing,36,None,Medium,24,Onsite,Africa,EMP1061,8,Unsatisfied,2,20,Decrease
Designer,IT,45,Anxiety,High,28,Onsite,North America,EMP1062,7,Neutral,3,26,No Change
Project Manager,IT,23,None,Low,35,Hybrid,South America,EMP1063,11,Unsatisfied,1,45,Decrease
Designer,IT,59,Anxiety,Low,34,Onsite,North America,EMP1064,2,Unsatisfied,3,60,Decrease
Data Scientist,Finance,54,Burnout,Low,10,Remote,Asia,EMP1065,0,Unsatisfied,5,41,No Change
Data Scientist,Consulting,38,None,Low,16,Onsite,Oceania,EMP1066,2,Unsatisfied,5,42,No Change
Project Manager,Education,52,Burnout,Medium,10,Hybrid,Africa,EMP1067,0,Unsatisfied,1,41,Decrease
Marketing,Manufacturing,47,Anxiety,Low,3,Onsite,Asia,EMP1068,2,Satisfied,1,23,No Change
Sales,Consulting,44,Anxiety,Low,31,Onsite,Oceania,EMP1069,13,Satisfied,5,34,Increase
Software Engineer,Finance,56,Burnout,Medium,5,Remote,North America,EMP1070,6,Unsatisfied,4,53,No Change
Marketing,Finance,27,None,High,20,Hybrid,Europe,EMP1071,2,Satisfied,5,33,No Change
Marketing,Education,48,Anxiety,High,3,Remote,North America,EMP1072,6,Neutral,1,50,No Change
Software Engineer,Finance,23,Burnout,Low,11,Hybrid,Asia,EMP1073,15,Neutral,2,41,Decrease
Software Engineer,Healthcare,50,None,Medium,5,Remote,Africa,EMP1074,2,Neutral,3,48,No Change
Marketing,Manufacturing,50,None,Low,18,Hybrid,South America,EMP1075,6,Unsatisfied,1,58,No Change
Designer,Consulting,56,None,Low,35,Onsite,Oceania,EMP1076,5,Neutral,3,33,Decrease
Project Manager,Education,28,Anxiety,High,10,Onsite,Asia,EMP1077,15,Neutral,3,49,Decrease
Designer,Consulting,51,Depression,Medium,24,Hybrid,Africa,EMP1078,15,Satisfied,2,60,Increase
Software Engineer,Education,41,Anxiety,High,30,Hybrid,Africa,EMP1079,15,Unsatisfied,4,40,No Change
HR,IT,23,Anxiety,Low,13,Onsite,Europe,EMP1080,8,Neutral,1,60,Increase
Project Manager,Manufacturing,23,Anxiety,Medium,27,Hybrid,Oceania,EMP1081,5,Neutral,2,48,Increase
Designer,Manufacturing,60,None,Low,35,Remote,Africa,EMP1082,4,Unsatisfied,1,50,Increase
Sales,Consulting,26,None,Medium,29,Remote,Asia,EMP1083,1,Satisfied,2,33,No Change
Data Scientist,Healthcare,25,Depression,Low,32,Onsite,South America,EMP1084,15,Unsatisfied,3,45,No Change
Marketing,Consulting,33,Anxiety,High,25,Hybrid,Africa,EMP1085,5,Satisfied,4,56,Decrease
Sales,Retail,45,Depression,Medium,4,Remote,South America,EMP1086,0,Satisfied,2,31,No Change
Project Manager,IT,25,None,Low,10,Onsite,Europe,EMP1087,12,Neutral,4,43,Decrease
Data Scientist,Manufacturing,24,Anxiety,Low,24,Remote,North America,EMP1088,9,Satisfied,1,40,Increase
Project Manager,IT,52,Burnout,High,1,Onsite,Africa,EMP1089,13,Unsatisfied,4,34,Decrease
Marketing,Retail,30,None,High,27,Remote,South America,EMP1090,4,Neutral,1,40,Decrease
Designer,IT,44,Burnout,High,8,Remote,Oceania,EMP1091,2,Unsatisfied,4,33,Increase
HR,Finance,40,Anxiety,Medium,33,Onsite,South America,EMP1092,13,Neutral,4,20,Decrease
Marketing,Education,31,Anxiety,Low,2,Remote,Africa,EMP1093,4,Unsatisfied,3,34,Increase
HR,Education,23,None,Low,35,Onsite,North America,EMP1094,14,Neutral,4,25,Decrease
Data Scientist,Education,49,None,Low,25,Remote,North America,EMP1095,11,Satisfied,1,35,No Change
HR,Healthcare,23,Depression,Medium,8,Hybrid,Africa,EMP1096,6,Satisfied,3,45,Decrease
Software Engineer,Finance,58,Anxiety,Low,20,Onsite,Oceania,EMP1097,15,Neutral,1,28,Decrease
Designer,Consulting,60,Anxiety,High,20,Hybrid,Europe,EMP1098,12,Neutral,3,58,Increase
HR,Manufacturing,54,Anxiety,Low,27,Onsite,Asia,EMP1099,13,Neutral,2,23,No Change
HR,Manufacturing,27,Anxiety,High,16,Remote,Asia,EMP1100,15,Unsatisfied,3,57,Decrease
Marketing,Retail,60,Anxiety,High,11,Remote,Europe,EMP1101,14,Satisfied,5,28,Decrease
Software Engineer,Manufacturing,51,None,Low,4,Hybrid,Oceania,EMP1102,1,Satisfied,2,50,Decrease
Designer,Retail,24,None,Medium,4,Hybrid,Europe,EMP1103,5,Neutral,4,46,Increase
Software Engineer,Education,27,None,High,19,Hybrid,Asia,EMP1104,7,Neutral,3,60,No Change
Designer,Retail,30,Anxiety,High,20,Hybrid,Oceania,EMP1105,3,Neutral,5,25,No Change
Sales,Healthcare,53,Depression,High,16,Remote,Africa,EMP1106,13,Satisfied,3,45,Decrease
Data Scientist,Education,47,Anxiety,Medium,19,Remote,Asia,EMP1107,2,Unsatisfied,4,50,Decrease
Designer,Manufacturing,31,Burnout,Low,24,Onsite,South America,EMP1108,3,Neutral,3,25,Increase
HR,Manufacturing,35,Anxiety,Low,4,Hybrid,Europe,EMP1109,15,Neutral,4,49,Decrease
Software Engineer,Education,26,Anxiety,High,33,Hybrid,North America,EMP1110,4,Satisfied,3,23,Decrease
Data Scientist,Finance,43,Depression,Medium,10,Onsite,Oceania,EMP1111,11,Satisfied,1,26,No Change
Project Manager,Consulting,46,None,Medium,35,Remote,Oceania,EMP1112,1,Satisfied,4,46,No Change
Data Scientist,IT,32,Depression,Medium,13,Remote,Oceania,EMP1113,5,Unsatisfied,1,42,Decrease
Designer,Healthcare,58,Depression,Medium,18,Remote,South America,EMP1114,15,Neutral,3,46,No Change
Designer,Finance,35,Anxiety,Low,19,Onsite,Africa,EMP1115,10,Neutral,5,29,No Change
Data Scientist,IT,48,Anxiety,Medium,18,Onsite,North America,EMP1116,5,Satisfied,2,43,Increase
Data Scientist,Education,42,Burnout,Low,19,Onsite,Asia,EMP1117,7,Neutral,4,33,Increase
Sales,Healthcare,36,None,High,21,Remote,Oceania,EMP1118,14,Unsatisfied,1,24,Decrease
Project Manager,Education,60,Anxiety,Medium,33,Remote,North America,EMP1119,8,Neutral,2,30,Increase
Sales,Healthcare,24,None,Medium,21,Onsite,North America,EMP1120,1,Satisfied,5,29,Decrease
Data Scientist,Finance,35,Anxiety,Low,20,Hybrid,South America,EMP1121,2,Satisfied,5,23,Increase
Designer,Consulting,57,Anxiety,High,12,Onsite,North America,EMP1122,9,Satisfied,5,43,No Change
Marketing,Consulting,54,None,Medium,22,Hybrid,South America,EMP1123,4,Satisfied,5,28,Decrease
Sales,Retail,52,Depression,Low,20,Hybrid,South America,EMP1124,11,Satisfied,3,22,Increase
Project Manager,Education,51,Depression,Medium,28,Onsite,Africa,EMP1125,10,Unsatisfied,4,58,Decrease
Marketing,Consulting,33,None,Low,21,Hybrid,South America,EMP1126,10,Satisfied,1,39,Decrease
Data Scientist,Healthcare,53,Burnout,Medium,11,Onsite,South America,EMP1127,8,Satisfied,5,49,No Change
Sales,Education,39,Depression,Medium,26,Onsite,Africa,EMP1128,10,Neutral,1,39,Decrease
Designer,Healthcare,56,None,Medium,22,Hybrid,Africa,EMP1129,7,Satisfied,3,39,Increase
Data Scientist,Healthcare,26,Burnout,High,30,Hybrid,South America,EMP1130,1,Unsatisfied,5,36,Increase
Marketing,IT,52,None,Low,28,Hybrid,North America,EMP1131,9,Satisfied,4,22,No Change
Designer,Retail,47,Burnout,High,13,Remote,Oceania,EMP1132,8,Unsatisfied,3,53,Increase
Designer,Retail,59,Anxiety,High,33,Remote,Oceania,EMP1133,7,Unsatisfied,2,26,Increase
HR,Education,27,Depression,High,3,Onsite,Europe,EMP1134,15,Unsatisfied,5,24,No Change
Data Scientist,Retail,23,Depression,High,17,Hybrid,Europe,EMP1135,12,Satisfied,4,47,No Change
Marketing,Consulting,22,None,Medium,24,Onsite,Europe,EMP1136,14,Satisfied,5,43,Decrease
Sales,Education,22,Depression,Low,7,Onsite,North America,EMP1137,3,Neutral,5,56,Decrease
Marketing,Finance,28,Burnout,Low,5,Onsite,Asia,EMP1138,0,Unsatisfied,4,52,Increase
Designer,Retail,36,None,Low,22,Hybrid,North America,EMP1139,10,Neutral,5,35,No Change
Marketing,IT,52,Depression,Low,1,Remote,Africa,EMP1140,11,Neutral,5,36,Decrease
Project Manager,Healthcare,57,None,High,35,Remote,South America,EMP1141,9,Unsatisfied,2,25,Increase
Marketing,IT,59,Burnout,High,19,Hybrid,North America,EMP1142,11,Neutral,1,54,Decrease
HR,Consulting,22,Depression,Medium,24,Onsite,Europe,EMP1143,6,Satisfied,3,52,No Change
Sales,Retail,49,Anxiety,High,26,Remote,Asia,EMP1144,13,Satisfied,5,23,No Change
HR,Manufacturing,42,Anxiety,Low,2,Onsite,Europe,EMP1145,15,Unsatisfied,4,57,Decrease
Designer,Retail,35,None,Medium,33,Hybrid,Africa,EMP1146,10,Satisfied,3,50,No Change
Sales,Retail,60,Depression,High,30,Hybrid,South America,EMP1147,8,Unsatisfied,1,59,No Change
Designer,Finance,22,Anxiety,Medium,31,Remote,Asia,EMP1148,8,Satisfied,3,30,Decrease
Marketing,Consulting,30,Burnout,Low,25,Hybrid,Africa,EMP1149,4,Neutral,3,20,Increase
Software Engineer,Education,57,Depression,Low,6,Remote,Europe,EMP1150,1,Satisfied,5,51,No Change
Project Manager,Healthcare,50,Anxiety,High,10,Hybrid,North America,EMP1151,12,Unsatisfied,3,58,Increase
HR,Healthcare,26,Anxiety,High,11,Onsite,Africa,EMP1152,14,Neutral,1,36,No Change
Marketing,Consulting,49,Anxiety,High,7,Hybrid,North America,EMP1153,4,Neutral,5,33,Increase
Marketing,Consulting,48,None,Low,24,Onsite,Oceania,EMP1154,12,Neutral,3,58,No Change
Data Scientist,Healthcare,48,None,High,6,Remote,South America,EMP1155,7,Neutral,2,27,Increase
HR,IT,58,Depression,Low,10,Remote,Asia,EMP1156,12,Unsatisfied,2,45,Increase
Sales,Manufacturing,59,Anxiety,Low,17,Hybrid,North America,EMP1157,5,Unsatisfied,1,58,Decrease
Marketing,Finance,28,Burnout,Low,7,Onsite,Oceania,EMP1158,7,Unsatisfied,1,37,Increase
Data Scientist,Retail,34,Anxiety,Medium,18,Remote,Asia,EMP1159,1,Neutral,2,59,No Change
HR,IT,42,None,Low,30,Onsite,South America,EMP1160,3,Neutral,3,35,Increase
Sales,Retail,34,Anxiety,High,13,Remote,South America,EMP1161,1,Unsatisfied,1,31,Increase
Designer,Retail,56,Burnout,High,7,Onsite,Oceania,EMP1162,2,Neutral,3,44,Decrease
Software Engineer,Healthcare,28,Depression,Medium,15,Onsite,North America,EMP1163,7,Neutral,2,42,No Change
HR,Consulting,53,Anxiety,Medium,3,Onsite,South America,EMP1164,1,Satisfied,1,27,Decrease
Designer,Healthcare,60,Depression,High,28,Hybrid,South America,EMP1165,7,Unsatisfied,1,39,No Change
Software Engineer,Healthcare,31,Burnout,Medium,3,Remote,North America,EMP1166,5,Neutral,1,45,Increase
Project Manager,Retail,22,Burnout,Medium,20,Onsite,North America,EMP1167,7,Unsatisfied,3,59,Decrease
Marketing,Manufacturing,31,Depression,Low,27,Remote,Asia,EMP1168,15,Neutral,2,42,No Change
HR,Retail,40,Depression,High,11,Hybrid,Africa,EMP1169,5,Neutral,2,55,No Change
Data Scientist,IT,54,Anxiety,Low,14,Onsite,South America,EMP1170,15,Unsatisfied,5,41,Decrease
Sales,Consulting,35,Burnout,Medium,7,Onsite,Africa,EMP1171,9,Neutral,3,37,No Change
Project Manager,Manufacturing,48,Anxiety,Low,18,Remote,North America,EMP1172,6,Satisfied,3,30,No Change
HR,Education,38,None,Medium,28,Onsite,Europe,EMP1173,8,Satisfied,3,58,Decrease
Designer,Finance,56,Burnout,Medium,9,Hybrid,South America,EMP1174,7,Neutral,2,36,Decrease
Designer,Healthcare,24,None,Medium,15,Remote,Oceania,EMP1175,8,Unsatisfied,2,41,No Change
HR,Finance,30,Depression,Medium,31,Remote,Oceania,EMP1176,5,Neutral,1,29,Increase
Software Engineer,Healthcare,28,Depression,High,25,Hybrid,Asia,EMP1177,11,Satisfied,4,31,No Change
Data Scientist,Retail,27,Burnout,High,24,Remote,Oceania,EMP1178,7,Neutral,5,39,Increase
Sales,IT,23,None,High,35,Onsite,Oceania,EMP1179,7,Unsatisfied,4,33,Increase
Sales,Retail,48,Burnout,Low,21,Onsite,Europe,EMP1180,11,Unsatisfied,5,45,No Change
Marketing,Healthcare,56,Anxiety,Medium,23,Onsite,Asia,EMP1181,1,Neutral,3,39,Increase
Marketing,Finance,38,Depression,High,22,Remote,North America,EMP1182,14,Satisfied,1,40,Decrease
HR,IT,57,Burnout,Low,10,Hybrid,Asia,EMP1183,0,Unsatisfied,5,49,Increase
Project Manager,Finance,23,Anxiety,Medium,5,Hybrid,Africa,EMP1184,15,Satisfied,3,49,Decrease
Sales,IT,36,Burnout,Medium,21,Remote,Europe,EMP1185,15,Satisfied,1,53,Decrease
HR,Education,52,Anxiety,High,35,Remote,North America,EMP1186,5,Unsatisfied,5,23,Decrease
Software Engineer,Finance,30,Depression,High,25,Onsite,Europe,EMP1187,13,Unsatisfied,5,34,No Change
Software Engineer,IT,51,Anxiety,Low,19,Remote,Oceania,EMP1188,0,Unsatisfied,3,55,Decrease
Data Scientist,Finance,39,Burnout,Medium,30,Remote,South America,EMP1189,2,Satisfied,4,44,Increase
Sales,Finance,46,Anxiety,Low,31,Onsite,Africa,EMP1190,8,Satisfied,1,54,No Change
Data Scientist,Finance,44,Burnout,Medium,33,Remote,Oceania,EMP1191,9,Unsatisfied,5,29,No Change
Designer,Consulting,22,Anxiety,Medium,33,Remote,Asia,EMP1192,2,Neutral,1,32,Decrease
Marketing,IT,38,Burnout,Low,18,Onsite,Europe,EMP1193,3,Neutral,5,45,Decrease
Software Engineer,Education,26,Burnout,High,23,Hybrid,Europe,EMP1194,0,Satisfied,5,59,Decrease
Designer,Retail,48,Anxiety,High,20,Hybrid,Asia,EMP1195,8,Satisfied,3,35,Decrease
Project Manager,Retail,49,None,High,13,Remote,Asia,EMP1196,2,Unsatisfied,5,36,Decrease
Software Engineer,Manufacturing,32,Burnout,High,23,Hybrid,Oceania,EMP1197,5,Neutral,2,29,Increase
Project Manager,Healthcare,32,Burnout,Medium,34,Onsite,North America,EMP1198,15,Neutral,2,43,No Change
Sales,Finance,57,Depression,High,4,Onsite,Asia,EMP1199,13,Neutral,2,49,Increase
Data Scientist,Education,35,Depression,Medium,14,Onsite,South America,EMP1200,11,Neutral,4,52,Increase
Project Manager,Consulting,53,None,Low,21,Hybrid,South America,EMP1201,15,Neutral,1,54,No Change
Project Manager,Finance,41,Anxiety,Medium,3,Hybrid,South America,EMP1202,11,Satisfied,5,33,No Change
Software Engineer,Retail,46,Burnout,Medium,27,Remote,Europe,EMP1203,9,Satisfied,1,31,Decrease
Project Manager,Education,30,Burnout,Medium,33,Remote,Africa,EMP1204,10,Unsatisfied,2,45,No Change
Project Manager,Healthcare,51,Burnout,Low,17,Remote,Europe,EMP1205,4,Unsatisfied,4,52,Increase
Marketing,Consulting,48,Burnout,High,26,Hybrid,Asia,EMP1206,7,Neutral,3,41,No Change
Marketing,Consulting,56,None,Low,27,Hybrid,Africa,EMP1207,14,Satisfied,2,54,Decrease
Sales,Finance,60,Depression,Medium,9,Remote,Africa,EMP1208,8,Satisfied,5,38,Decrease
Designer,IT,24,None,High,5,Hybrid,Asia,EMP1209,5,Satisfied,2,23,No Change
Sales,IT,50,Depression,High,28,Hybrid,Oceania,EMP1210,2,Unsatisfied,4,27,Decrease
HR,Education,22,Anxiety,Medium,24,Onsite,North America,EMP1211,1,Unsatisfied,5,45,Decrease
HR,Manufacturing,25,Burnout,Medium,22,Hybrid,Europe,EMP1212,9,Unsatisfied,1,29,Increase
Sales,Finance,32,Depression,Medium,14,Hybrid,South America,EMP1213,3,Unsatisfied,4,31,No Change
Marketing,Manufacturing,42,Depression,High,25,Remote,North America,EMP1214,12,Unsatisfied,5,45,Decrease
Project Manager,Education,39,None,Low,9,Onsite,South America,EMP1215,3,Neutral,2,28,Increase
Marketing,Manufacturing,28,Anxiety,Medium,28,Hybrid,South America,EMP1216,2,Satisfied,1,32,No Change
Project Manager,Education,50,Anxiety,High,11,Hybrid,North America,EMP1217,0,Unsatisfied,3,56,No Change
Marketing,Finance,45,Depression,Low,21,Remote,Europe,EMP1218,1,Satisfied,2,46,No Change
Designer,Consulting,54,None,Medium,15,Hybrid,Oceania,EMP1219,0,Neutral,2,29,Increase
Software Engineer,Education,57,Burnout,Medium,21,Hybrid,Oceania,EMP1220,0,Satisfied,1,51,Increase
Marketing,Retail,33,Anxiety,Low,4,Remote,South America,EMP1221,6,Unsatisfied,5,35,Increase
Designer,Finance,30,None,Low,17,Onsite,Africa,EMP1222,13,Unsatisfied,5,23,No Change
Sales,Education,27,Anxiety,Medium,21,Onsite,Europe,EMP1223,12,Unsatisfied,2,50,Increase
Project Manager,Retail,25,Anxiety,Low,29,Remote,Africa,EMP1224,14,Neutral,1,58,Increase
Software Engineer,Manufacturing,49,Burnout,Low,1,Onsite,Africa,EMP1225,6,Satisfied,3,45,Decrease
Designer,Retail,45,None,High,13,Onsite,Oceania,EMP1226,9,Neutral,4,54,Increase
Designer,IT,42,None,High,22,Hybrid,South America,EMP1227,15,Neutral,3,54,Decrease
Data Scientist,Manufacturing,33,Depression,Medium,26,Onsite,Oceania,EMP1228,3,Neutral,1,27,Decrease
HR,Healthcare,46,Burnout,High,30,Onsite,Oceania,EMP1229,2,Neutral,5,60,Increase
Project Manager,Retail,43,Anxiety,Medium,29,Onsite,Europe,EMP1230,7,Satisfied,3,21,No Change
HR,Healthcare,23,Depression,Low,24,Onsite,Africa,EMP1231,15,Satisfied,3,60,No Change
Software Engineer,Finance,48,Depression,Medium,4,Onsite,South America,EMP1232,11,Satisfied,1,50,Decrease
Software Engineer,IT,30,Burnout,Low,10,Remote,Africa,EMP1233,0,Satisfied,1,41,Increase
Marketing,Healthcare,46,Anxiety,Low,15,Hybrid,South America,EMP1234,5,Unsatisfied,1,41,Increase
Data Scientist,Consulting,59,None,Low,4,Hybrid,North America,EMP1235,1,Neutral,2,56,Increase
Sales,Consulting,36,Depression,Medium,22,Hybrid,South America,EMP1236,4,Satisfied,2,23,Increase
Data Scientist,Manufacturing,51,Anxiety,High,34,Remote,North America,EMP1237,7,Satisfied,4,32,Decrease
Designer,Retail,26,Burnout,High,24,Hybrid,Europe,EMP1238,13,Neutral,3,22,Increase
Data Scientist,Finance,41,Burnout,High,29,Remote,Europe,EMP1239,12,Neutral,5,48,No Change
Designer,IT,29,Depression,High,1,Hybrid,South America,EMP1240,7,Neutral,5,22,Increase
Designer,Retail,53,Anxiety,Low,4,Hybrid,Oceania,EMP1241,12,Unsatisfied,1,22,Increase
Data Scientist,Finance,30,Burnout,High,2,Remote,North America,EMP1242,8,Satisfied,5,60,Increase
Data Scientist,Education,48,Burnout,Medium,32,Hybrid,Oceania,EMP1243,9,Satisfied,2,38,Decrease
Data Scientist,Retail,31,Depression,High,27,Remote,South America,EMP1244,9,Unsatisfied,1,34,No Change
Software Engineer,Manufacturing,44,None,High,9,Onsite,Africa,EMP1245,14,Satisfied,4,23,Decrease
Designer,IT,42,Depression,High,30,Onsite,North America,EMP1246,3,Unsatisfied,5,52,No Change
Software Engineer,Education,42,Burnout,Medium,10,Hybrid,Oceania,EMP1247,14,Neutral,2,24,No Change
Marketing,Finance,52,Burnout,Medium,26,Onsite,North America,EMP1248,10,Satisfied,4,38,Increase
HR,Healthcare,49,Anxiety,High,24,Hybrid,Africa,EMP1249,2,Unsatisfied,5,46,No Change
HR,Retail,28,Depression,Low,8,Hybrid,Africa,EMP1250,3,Neutral,3,44,Decrease
Designer,Finance,53,Depression,Low,33,Remote,South America,EMP1251,7,Neutral,2,31,Increase
Marketing,Healthcare,49,Burnout,High,26,Onsite,South America,EMP1252,3,Neutral,1,32,Decrease
Software Engineer,Retail,23,None,High,23,Remote,Oceania,EMP1253,2,Satisfied,4,31,Increase
Project Manager,IT,23,Depression,High,7,Hybrid,Europe,EMP1254,10,Neutral,3,20,Increase
Software Engineer,Consulting,46,Anxiety,Low,9,Hybrid,Asia,EMP1255,5,Neutral,2,42,No Change
Marketing,Education,48,Anxiety,High,14,Hybrid,Oceania,EMP1256,4,Unsatisfied,3,36,Decrease
Marketing,Finance,48,Burnout,High,14,Hybrid,South America,EMP1257,2,Satisfied,3,44,No Change
Marketing,Finance,39,None,High,30,Hybrid,Africa,EMP1258,13,Neutral,5,46,Decrease
Designer,Manufacturing,59,Burnout,Low,34,Onsite,Europe,EMP1259,9,Satisfied,3,55,No Change
Software Engineer,Finance,25,Anxiety,Low,28,Hybrid,Asia,EMP1260,4,Neutral,1,40,No Change
Sales,Finance,24,None,High,34,Remote,Asia,EMP1261,13,Satisfied,5,40,Increase
HR,Consulting,28,Anxiety,Medium,25,Remote,South America,EMP1262,7,Unsatisfied,1,38,No Change
HR,Manufacturing,50,Burnout,High,29,Hybrid,South America,EMP1263,12,Neutral,2,57,Increase
Software Engineer,Retail,54,Depression,Low,20,Hybrid,Asia,EMP1264,10,Satisfied,4,22,Decrease
Data Scientist,IT,33,Burnout,High,11,Hybrid,Asia,EMP1265,8,Neutral,4,45,Increase
Data Scientist,Finance,30,Anxiety,High,31,Remote,Asia,EMP1266,11,Neutral,5,41,Decrease
Data Scientist,Healthcare,40,Anxiety,Low,23,Remote,North America,EMP1267,11,Unsatisfied,2,49,Increase
Sales,Consulting,27,Anxiety,Low,29,Onsite,Europe,EMP1268,15,Neutral,4,32,No Change
Sales,Finance,50,Burnout,Medium,15,Onsite,North America,EMP1269,9,Neutral,1,25,No Change
Marketing,Finance,23,Anxiety,High,9,Hybrid,South America,EMP1270,14,Unsatisfied,3,24,No Change
Project Manager,Consulting,27,Anxiety,High,10,Remote,Africa,EMP1271,12,Unsatisfied,4,49,Decrease
Project Manager,Education,41,None,Medium,14,Hybrid,Asia,EMP1272,4,Unsatisfied,5,59,Increase
HR,IT,50,Anxiety,High,10,Onsite,North America,EMP1273,8,Unsatisfied,2,39,No Change
Project Manager,Consulting,32,Depression,Medium,25,Remote,Europe,EMP1274,14,Neutral,1,34,Decrease
Software Engineer,Healthcare,52,None,Low,14,Remote,North America,EMP1275,10,Neutral,2,55,Decrease
Designer,Retail,51,Depression,Low,33,Remote,North America,EMP1276,9,Unsatisfied,4,28,No Change
Project Manager,Finance,26,None,Medium,13,Remote,Europe,EMP1277,0,Satisfied,3,39,Decrease
Project Manager,Finance,59,Burnout,Medium,34,Remote,South America,EMP1278,6,Neutral,1,43,No Change
Sales,Education,52,Depression,Medium,7,Hybrid,Europe,EMP1279,6,Neutral,1,57,No Change
Software Engineer,Healthcare,55,Anxiety,Low,28,Onsite,Europe,EMP1280,1,Satisfied,1,32,No Change
Data Scientist,Finance,36,None,Medium,9,Remote,North America,EMP1281,15,Neutral,1,25,Decrease
Marketing,Education,32,Depression,Low,21,Remote,Oceania,EMP1282,7,Neutral,2,22,Increase
Software Engineer,Consulting,41,Anxiety,Low,32,Onsite,Oceania,EMP1283,15,Satisfied,2,59,No Change
Software Engineer,Education,29,Depression,Low,21,Onsite,North America,EMP1284,6,Unsatisfied,3,22,No Change
