owners,appid,price,release_date;name,publisher,required_age,categories,steamspy_tags;genres,achievements,median_playtime
0-20000,322130,15.49,2O14-10-10;Disney Princess: Enchanted Journey,Disney Interactive,0,Single-player;Shared/Split Screen,Adventure;Female Protagonist;Action;Adventure,0,0
0-20000,744670,15.49,2018-03-09;WORLDS AT WAR (Monitors & VR),Muddy Pixel,0,Single-player;Partial Controller Support,Early Access;Action;Indie;Action;Indie;Simulation;Early Access,0,0
GM_200000-500000,778700,0.0,2018-04-13;Amorous,Snaggletooth Studios,0,Single-player;Steam Achievements,Sexual Content;Nudity;Free to Play;Sexual Content;Free to Play;Indie;Simulation,45,1517
0.20.,667760,6.99,2017-09-05;Super Lumi Live,Discov2rmypath,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie;2D;Action;Adventure;Indie,26,0
0-20000,549180,4.69,2017-12-20;Army Men: Toys in Space,2K,0,Single-player,Strategy;Action;Action;Strategy,0,5238
0-200o0,525080,10.99,2016-09-08;The Race for the White House 2016,Eversim,0,Single-player;Multi-player;Local Multi-Player,Simulation;Strategy;Simulation;Strategy,0,650
0-20000,809870,11.99,2018-09-04;Ninjin: Clash of Carrots,Modus Games,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Adventure;Action;Adventure;Indie;RPG,33,0
0-2O000,313200,14.99,2014-07-15;The Abbey,Strategy First,0,Single-player,Adventure;Point & Click;Adventure,0,0
1000000-2000000,387290,14.99,04_2016_27;Ori and the Blind Forest: Definitive Edition,Nicrosoft Stusios,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Atmospheric;Great Soundtrack;Platformer;Action,57,1473
200000-500000,338530,0.79,2015-11-17;Trouble 1n The Manor,Charyb Games,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Casual;Action;Indie;Action;Casual;Indie,21,-278
Ai_0-20000,756980,2.89,20.0.3.;Raymond's Obstacle Course,Raymond Leung,0,Single-player,Strategy;Action;Adventure;Action;Adventure;Casual;Indie;Strategy,0,0
0.200.,747050,2.09,FA_2018-04-26;Portal Journey: Pordarius,Dmitry Poznukhov,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Indie;Casual;Adventure;Adventure;Casual;Indie,15,-5185
0-20000,736840,0.79,2017-11-02;aMAZE Double,Games_Blender,0,Single-player;Steam Achievements,Casual;Indie;Singleplayer;Casual;Indie,154,0
0-20000,805500,0.79,2018-02-28;Dokkaebi Hentai Adventures,Ghost_RUS Games,0,Single-player;Steam Achievements,Indie;Adventure;Casual;Adventure;Casual;Indie,5,-4471
100000-200000,502520,22.99,2017-07-14;Ultimate General: Civil War,Game-Labs,0,Single-player;Steam Achievements;Steam Trading Cards,Strategy;War;Historical;Indie;Simulation;Strategy,39,-3488
0-20000,439420,4.79,2019-01-04;SteelLIFE,AxiPLAY,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Casual;Adventure;Casual;Indie,23,0
20000-50000,336130,10.99,2016-03-08;Shardlight,Wadjet Eye Games,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Female Protagonist;Indie;Adventure;Indie;RPG,19,-4065
0-20000,870590,1.99,2018-06-19;Moonbase Down,Advent RPG,0,Single-player;Steam Achievements;Steam Leaderboards,Early Access;Adventure;Action;Action;Adventure;Indie;RPG;Early Access,8,-1592
0-20000,741560,0.79,2017-11-15;Space Lagat,LEVER Software,0,Single-player;Partial Controller Support;Stats,Indie;Casual;Great Soundtrack;Casual;Indie,0,-1026
20000-50000,801020,0.79,2018-03-03;Golden Dungeons,AFBIK Studio,0,Single-player;Steam Achievements,Action;Indie;Casual;Action;Casual;Indie,63,0
0-2000O,739190,4.99,2018-05-17;AntVentor,LoopyMood,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie;Adventure;Casual;Indie,13,0
0-20000,279070,1.49,2016-10-17;9tt Dawn II,Valorware,0,Single-player;Multi-player;Co-op;Partial Controller Support,RPG;Adventure;Indie;Action;Adventure;Indie;RPG,20,0
100000-200000,289760,4.99,2015-05-01;ROCKETSROCKETS.,Corp_Radial_Games,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Indie;Action;Casual;Action;Casual;Indie;Sports;Strategy,36,332
0-20000,706280,2.79,2017-09-29;Devil in the Pines,Rebelware Games,0,Single-player;Steam Achievements,Indie;Horror;Survival Horror;Indie,3,5661
0-20000,496630,1.99,w016-07-19;Empty Horizons,Eb.Him.,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Visual Novel;Indie;Simulation,13,2002
0-20O00,1002830,2.09,2019-01-26;Latte Stand Tycoon,Angels And Demons,0,Single-player;Partial Controller Support,Indie;Simulation;Adventure;Adventure;Casual;Indie;RPG;Simulation,0,0
100000-200000,284790,6.99,2014-05-15;Nightmares from the Deep 2: The Siren`s Call,A.M.,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Hidden Object;Adventure;Casual;Adventure;Casual,29,0
ceU_20000-50000,766370,15.49,2018-09-13;Dying Light: Bad Blood,e_Techland Publishing,0,Multi-player;Online Multi-Player;Full controller support;In-App Purchases,Early Access;Action;Battle Royale;Action;RPG;Early Access,0,108
0-20000,843360,7.19,2019-01-14;Rift Keeper,Maple Whispering Limited,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie;RPG;Action;Indie;RPG,41,0
0.2000.,612160,3.49,2017-06-01;Splinter Zone,MOKKOGRAD,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Platformer;2D;Action,6,5640
jTvP_0-20000,709840,3.99,2017-10-04;Glimpse_Bloody,ANPA.US,0,Single-player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements,Action;Indie;Violent;Violent;Gore;Action;Indie;Simulation,1512,90
20000-50000,733790,15.49,2018-08-17;Not Tonight,xfC_No More Robots,0,Single-player;Steam Achievements;Steam Cloud,Simulation;RPG;Point & Click;Adventure;RPG;Simulation,15,2650
0-20000,878470,1.69,2018-08-08;70 Seconds Survival,Tero Lunkka,0,Single-player,Indie;Casual;Racing;Casual;Indie;Racing,0,0
0-20000,291030,13.59,2014-04-18;Always Remember Ma,Winter Wolves,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Visual Novel;Anime;Dating Sim;Casual;Indie;Simulation,8,-2984
20000-50000,277270,5.59,2014-03-06;Return to Mysterious Island 2,Microids,0,Single-player,Adventure;Casual;Point & Click;Adventure;Casual,0,524
0-20000,743550,5.19,P7dt_2018-01-11;COSMOMSUT,"Neon Chasm, LLC",0,Single-player;Full controller support,Action;Adventure;Indie;Action;Adventure;Indie,0,0
0-20000,845590,11.99,2018-10-11;God is a Cube: Programming Robot Cubes,Dimensional Studio,0,Single-player;Stats;Includes level editor,Early Access;Simulation;Indie;Indie;Simulation;Early Access,0,0
500p0-100000,266230,6.99,2014-03-13;Last Dream,White Giant RPG Studios,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,RPG;Indie;RPGMaker;Indie;RPG,236,0
0-20000,394990,1.99,2016-01-29;Habitus,frozenen,0,Single-player;Co-op;Full controller support,Action;Indie;Survival;Action;Indie,0,0
0-20000,552460,29.99,2017-04-03;Serious Sam VR: The Second Encounter,Devolver Digital;Croteam,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,VR;Action;Indie;Action;Indie,28,64
SkD_0-20000,408440,7.99,2015-11-02;Dream Factory,The Tambourine,0,Single-player;Steam Trading Cards,Early Access;Strategy;Indie;Indie;Simulation;Strategy;Early Access,0,0
200000-500000,359050,0.79,2015-09-02;Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,uqL_marbenx,16,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Nudity;Story Rich;Pixel Graphics;Action;Indie;Simulation,21,393
0-20000,546090,0.79,2016-10-21;Trip to Vinelands,Machado_Walter,0,Single-player;Steam Achievements;Full controller support,Indie;Action;Arcade;Action;Indie,5,0
0-20000,686640,11.99,2017-08-03;Space Panic Arena,EvolVR Games Ltd.,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Early Access;Action;VR;Action;Early Access,12,0
20000-50000,591680,0.0,20.09.27.;Taphouse VR,Catland,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Simulation;Indie;VR;Indie;Simulation,16,-2886
0-20000,802650,0.79,2018-02-22;Russian AYE Race,Ghost_RUS Games,0,Single-player;Steam Achievements,Indie;Casual;Racing;Casual;Indie;Racing,6,-2761
0-20000,1003650,2.09,2019-01-04;An_Abandonment,JXTD,0,Single-player,Adventure;Indie;Adventure;Indie,0,4951
0-20000,337350,4.99,201S-08-24;Flywrench,Messhof,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie;Casual;Action;Casual;Indie,46,0
0-20000,32120,6.99,2009-07-13;Chainz 2: Relinked,Mumbo.,0,Single-player,Casual;Puzzle;Match 3;Casual,0,0
0-20000,687750,3.99,2017-09-01;Yandere School,Tea & Cake Games,0,Single-player;Steam Achievements,Violent;Action;Indie;Violent;Action;Indie,13,0
0-2p900,350200,6.99,2016-09-06;Revolution 60,Giant 5pacekat,0,Single-player;Captions available,Memes;Walking Simulator;Villain Protagonist;Adventure,0,0
20000-50000,286770,4.99,02_07_2014;Shadow Ops: Red Mercury,Retroism,0,Single-player;Multi-player,Action;FPS;First-Person;Action,0,835
0.200.,649620,29.99,2017-08-17;VR Battleship YAMATO,Cn_Kanda Technologies Inc.,0,Single-player,VR;Casual;World War II;Casual,0,0
L4iS_0-20000,801340,1.69,2018-03-29;Healer Simulator,A.Filimonov,0,Single-player;Steam Achievements,Simulation;Casual;RPG;Casual;RPG;Simulation,47,0
500000-1000000,385760,39.99,2016-09-20;NBA 2C17,ZK,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Basketball;Sports;Multiplayer;Sports,49,4672
0-20000,877230,0.79,2018-08-13;Welcome to the Pool Hall,Dualgm,0,Multi-player;Online Multi-Player;Local Multi-Player;Online Co-op,Casual;Sports;Casual;Sports,0,0
2p000-50000,1002970,1.99,2019-01-22;3050AD_Freefall,TWKS,0,Single-player;Full controller support,Action;FPS;Shooter;Action,0,0
0-2000O,593410,1.59,2017-03-08;Elben Legend,Growing Grass Studio,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Strategy;Indie;Casual;Indie;Strategy,31,0
200000-500000,540020,0.79,2016-10-18;Final Quest II,Back To Basics Jaming,0,Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;RPG;RPGMaker;Indie;RPG,7,-2768
20000-50000,387870,4.79,2015-09-25;Mold on Pizza 🍕,BTNcafe,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Strategy;Action;Indie;Action;Casual;Indie;Strategy,36,13
20000-50000,622370,6.99,2017-10-I8;Freaky Awesome,Mandragora,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Rogue-lite;Action;Adventure;Indie,42,23
50000-100000,371520,18.99,2017-05-16;8ounty Train,Daedalic Entertainment,0,Single-player;Steam Achievements;Steam Trading Cards,Simulation;Strategy;Indie;Indie;Simulation;Strategy,30,217
0-20000,619430,22.99,2017-09-15;of_Castles_World,Ham.G.,0,Single-player,Early Access;Strategy;Indie;Indie;Strategy;Early Access,0,0
100000-200000,761890,0.0,2018-05-16;Albion Online,Swndbox Interactive GmbH,0,Online Multi-Player;MMO;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Massively Multiplayer;RPG;Crafting;Free to Play;Massively Multiplayer;RPG,93,-7996
0-20000,920800,1.69,2018-08-29;Lab.Gen.,GrowFall Studios,0,Single-player;Steam Achievements,Indie;Casual;Casual;Indie,1,0
0-200pp,1058910,1.69,201.04.20.;胜利即正义! / Victory is justice！,tengenstutio,0,Online Multi-Player;Steam Achievements,Indie;Casual;Strategy;Casual;Indie;Strategy,12,0
20000-50000,544520,0.0,2016-10-21;The Puppet Master,AMS Game Development Association,0,Single-player;Partial Controller Support,Free to Play;Indie;Puzzle;Free to Play;Indie,0,0
0-20000,829370,0.79,2018-04-13;Nicky - The Home Alone Golf Ball,Minimallab,0,Single-player;Steam Achievements,Strategy;Adventure;Casual;Action;Adventure;Casual;Indie;Strategy,10,0
0-20000,545660,3.99,2017-02-17;Roovbot,Double Coconut,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Indie;Casual;Adventure;Casual;Indie,16,0
0.2000.,837270,2.09,2018-05-17;Thar.,Mwester Studios,0,Single-player,Indie;Indie,0,6693
0-20000,582200,10.49,2017-01-19;The Physiology of the Eye,Intervoke,0,Single-player,Casual;Simulation;VR;Casual;Simulation,0,0
PHj_0-20000,809770,4.79,2018-04-21;DeerHunterX,Hunterx,0,Single-player,Indie;Casual;Simulation;Casual;Indie;Simulation,0,0
0-20000,549880,0.0,2016-11-07;RoboSports VR,Babeltime,0,Single-player;Multi-player;Online Multi-Player;Online Co-op,Early Access;Sports;VR;Sports;Early Access,0,0
0-20000,619100,1.59,04_24_2017;Spirit Guide Crucible,Indi.,0,Single-player;Full controller support,Action;Indie;Casual;Action;Casual;Indie,2,0
0-20000,736230,5.19,2017-11-18;Salt Thrust,Collector_collector,0,Single-player,Action;Adventure;Indie;Action;Adventure;Casual;Indie;Simulation,0,0
R_0-20000,405550,6.99,HdM_2016-04-07;Jet Set Knights,FobTi interactive,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards,Indie;Action;Pixel Graphics;Action;Indie,25,0
0-20000,656440,2.89,2018-02-22;Explomania,Render System,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Indie;Casual;Puzzle;Casual;Indie,20,0
0-20000,856420,2.89,2018-05-18;Glow Ball - Not A Billiard Puzzle Game,WTFOMGames,0,Single-player,Indie;Casual;Casual;Indie,0,0
0-20000,648100,22.99,2017-08-23;レイ.,KEMCO,0,Single-player;Partial Controller Support,Adventure;Indie;Violent;Violent;Adventure;Indie,0,0
0-20000,827130,2.09,2018-04-03;zV_Les Misérables: Jean Valjean,Ydd_Microïds Indie,0,Single-player,Adventure;Casual;Hidden Object;Adventure;Casual,0,0
0-20000,609760,4.79,03_2017_30;The Eagle's Heir,Choice of Games,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG;Adventure;Indie;RPG,30,0
0-20000,770660,7.19,2018-07-31;Thetaball,Ti.S.,0,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Indie;Simulation;Sports;Action;Indie;Simulation;Sports,50,0
100000-200000,350700,0.0,2015-04-01;R.Sto.O.,"L＆K CO., LTD",0,Multi-player;MMO,Free to Play;RPG;Massively Multiplayer;Free to Play;Massively Multiplayer;RPG,0,4797
20000-50000,971460,3.99,W0Fx_2018-12-14;FPS Training,Drago 5oftware,0,Single-player;Steam Achievements;Steam Cloud,Action;FPS;Shooter;Action,15,0
100000-200000,344190,0.0,2015-12-03;Immortal Empire,Tactic Studios Inc.,0,Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Free to Play;Strategy;RPG;Free to Play;Indie;RPG;Strategy,52,209
200000-500000,46410,6.99,2010-03-17;Avenca.R.Of.T.M.,Meridian4,0,Single-player,RPG;Action;Action RPG;Action;Indie;RPG,0,56
0-20000,1039470,3.99,2019-04-12;Over My Dead Pixel,Minosh Digital,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie;Top-Down Shooter;Action;Indie,10,0
500000_200000,572520,0.0,20I7-02-15;Dropzone,Sparkypants Studios LLC,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Early Access;Strategy;Free to Play;Action;Free to Play;Strategy;Early Access,13,393
200000-500000,363890,60.99,2015-10-23;RPG Maker MU,Degica,0,Steam Trading Cards;Partial Controller Support,RPGMaker;Game Development;RPG;Design & Illustration;Web Publishing,0,331
100000-200000,429540,0.0,2.11.29.;Prime World: Defenders 2,Nivel,0,Single-player;MMO;Cross-Platform Multiplayer;Steam Trading Cards;In-App Purchases,Free to Play;Tower Defense;Strategy;Free to Play;Massively Multiplayer;Strategy,44,3970
0-20000,899480,1.69,2018-07-28;Girls Dance,Gilrs Dance studio,0,Single-player,Nudity;Indie;Casual;Sexual Content;Nudity;Casual;Indie;Simulation,0,0
0-20000,738760,3.89,2017-12-07;the Line,Marginal act,0,Single-player;Steam Achievements;Partial Controller Support,Indie;Adventure;Simulation;Adventure;Indie;Simulation,15,7693
20000-500O0,275810,4.99,201e-02-18;7 Wonders of the Encient World,MumboGumbo,0,Single-player,Casual;Strategy;Puzzle;Casual;Strategy,0,0
20000-50000,622460,6.99,2018-04-19;St3ampunk Tower 2,TreamGate,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Strategy;Tower Defense;Action;Indie;Strategy,30,0
Gx_100000-200000,509240,4.79,05_2016_08;Lethal 8rutal Racing,Attiagamfs,0,Single-player;Steam Trading Cards;Steam Leaderboards,Racing;Action;Sports;Action;Racing;Sports,0,1539
0-20000,960200,2.89,2018-11-29;One Night 2: The Beyond,Dark Gaia Studios,0,Full controller support,Adventure;Indie;Gore;Adventure;Indie,0,0
0-20000,655280,0.79,2017-07-04;Ping,Exemined Interactive,0,Single-player,Indie;Action;Action;Indie,0,2
Z00000-500000,251170,15.49,L_2014-10-06;Damned,9heads Game Studios,0,Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support,Horror;Multiplayer;Co-op;Adventure,37,872
0-20000,618210,6.79,2019-04-22;ith_Lanternium,Blazing Planet Studio,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Indie;Adventure;Puzzle;Adventure;Indie,9,0
0-20000,846690,5.19,2018-07-16;Lost Lands: Ice Spell,FIVE-BN GAMES,0,Single-player;Steam Achievements;Steam Cloud,Adventure;Casual;Hidden Object;Adventure;Casual,21,2809
20000_0,1022160,3.99,2019-03-01;Rollossus,Almost Infinity Games LLC,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Adventure;Action;Adventure;Indie,7,0
b_0-20000,557860,3.99,2016-11-15;Azurea Juncture,Rimebelle Express,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Visual Novel;Anime;Casual,4,0
50000-I00000,260040,1.99,11_2013_05;IOU DON'T KNOW JACK TELEVISION,"Jackbox Games, Inc.",0,Single-player;Multi-player,Casual;Indie;Comedy;Casual;Indie,0,0
6YAq_0-20000,682000,0.79,2017-09-05;Solmec: Among Stars,Octopus 8 Studios,0,Single-player,Strategy;Indie;Indie;Strategy,0,0
500000-1000000,394310,6.99,2016-01-08;Punch Clup,tinyBuild,0,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Steam Cloud,Management;Pixel Graphics;Indie;Indie;RPG;Strategy,47,378
500000-1000000,394510,15.99,2015-12-07;HELLDIVERS™ A New Hell Edition,"Mobile,_Inc._PlayStation",16,Single-player;Multi-player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud;Valve Anti-Cheat enabled,Co-op;Online Co-Op;Twin Stick Shooter;Action,39,1416
0-20000,888760,6.19,201o-08-10;Chronicles_Dragonfly,Marco Antonio Ayala Virrueta,0,Single-player;Full controller support,Action;Indie;Adventure;Action;Adventure;Indie,31,0
50000-100000,63960,4.99,2011-03-24;Theatr3 ob Wzr 3: Korea,1C Entertainment,0,Single-player;Multi-player;Steam Cloud;Includes level editor,Strategy;Cold War;RTS;Strategy,0,0
0-20000,745830,8.99,2017-12-19;Dragon Sinker,KEMCO,0,Single-player;Full controller support,Adventure;Casual;RPG;Adventure;Casual;Indie;RPG,0,11
0-20000,532260,3.99,2016-09-23;Top Floor,SmartVR Studio,0,Single-player,Indie;Simulation;VR;Indie;Simulation,0,0
