owners,appid,english,developer,publisher;platforms,required_age,steamspy_tags,achievements;positive_ratings,negative_ratings,average_playtime
2000000-5000000,389570,1,Freakinware Studios,Freakinware Studios;windows;mac,0,Free to Play;Multiplayer;Massively Multiplayer,0;9463,2158,10564
0-20000,455290,2,Lost Mountain,Lost Mountain;windows,0,Action;Indie;Casual,0;3,0,-2324
0-20000,380700,1,Nicholas Mallory,Nicholas Mallory;windows;mac,2,Action;Adventure;Indie,9;35634,18,11084
0-20000,851770,1,PaleBlue XYZ,PaleBlue XYZ;windows,11,Action;Indie;VR,24;35085,0,0
0-20000,921850,1,Dead Peach,Dead Peach;windows,0,Indie,12;5,0,0
0-20000,699010,0,Field of View CE,Field of View CE;windows,0,Early Access;Indie;Adventure,1916;6,5,0
0-20000,756490,0,LINE Games Corporation,LINE Games Corporation;windows,0,Action;Adventure;RPG,77;22,8,0
0-20000,729370,1,La Cosa,La Cosa;windows,3,Adventure;Indie;Platformer,251;31,0,0
0-20000,897360,1,Thomas Diehl,DIEVOLUTION SOFTWARE;windows,-2,Indie;Casual;Puzzle,0;2,0,0
200000-500000,598470,1,Electric Root,VT Publishing;windows,0,Action;Adventure;Casual,500;185,188,2867
0-20000,560720,1,Skywind Games,Alawar Entertainment;windows,0,Casual;Adventure;Hidden Object,30;97,7,0
200000-500000,623940,1,"What Pumpkin Games, Inc.","What Pumpkin Games, Inc.;windows;mac;linux",0,Adventure;Point & Click;Great Soundtrack,44;2909,171,11055
0-20000,917770,1,Andwhy,Andwhy;windows,0,Adventure;Indie;Simulation,0;1,0,0
0-20000,1021840,1,toxicbrain,toxicbrain;windows,0,Casual;Indie;Action,-90;3,1,0
0-20000,331510,1,Moondrop,Moondrop;windows;mac,3,Indie;Puzzle;Adventure,1441;45617,26,0
0-20000,877760,1,Rimma Filato,Rimma Filato;windows,11,Action;Adventure;Indie,6;36,5,0
0-20000,758050,0,Kavkaz Sila Game,Kavkaz Sila Game;windows,18,Indie;Simulation;Violent,19;18,18,0
0-20000,262100,1,Transhuman Design,Transhuman Design;windows;mac;linux,0,Action;Casual;Indie,0;47,41,0
2000000-5000000,234140,1,Avalanche Studios;Feral Interactive (Mac);Feral Interactive (Linux),Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux);windows;mac;linux,18,Open World;Action;Post-apocalyptic,49;46208,3811,1030
0-20000,786690,1,Nedodnb,Dagestan Technology;windows,12,Action;Casual;Adventure,0;5,4,0
50000-100000,431640,0,JoyBits Ltd.,JoyBits Ltd.;windows;mac;linux,0,Casual;Indie;Simulation,544;49764,65,10857
0-20000,525450,1,10tons Ltd,10tons Ltd;windows;mac;linux,0,Indie;Physics;Casual,1411;37,3,0
0-20000,540250,1,HexWar Games,HexWar Games;windows;mac,0,Strategy,15;35899,4,0
0-20000,428040,2,Choice of Games,Choice of Games;windows;mac;linux,0,RPG;Indie;Choose Your Own Adventure,19;47056,2,0
0-20000,336020,2,Ironcode Gaming,KISS ltd;windows,12,Indie;Casual;Point & Click,1861;25,33,0
0-20000,648570,1,Third Door Studio,Subdream Studios;windows,0,Action;Gore;Violent,27;52149,4,3548
20000-50000,791350,1,IndieLip,IndieLip;windows,0,Casual;Adventure;Indie,0;50168,36,13
0-20000,463880,1,Falling Star Studio,Falling Star Studio;windows,0,Adventure;RPG;Indie,132;-23871,6,0
100000-200000,588210,2,Zero Gravity,Zero Gravity;windows,0,Early Access;Space;Survival,12;1566,779,-3561
0-20000,628820,1,Fevolution Innovation Inc.,Fevolution Innovation Inc.;windows,0,Adventure;Indie;Casual,2013;-18879,4,0
50000-100000,240600,1,Milestone S.r.l.,Plug In Digital;Milestone S.r.l.;windows,-3,Racing;Sports;Simulation,46;409,166,4403
0-20000,649450,2,Ominous Entertainment,Ominous Entertainment;windows;mac;linux,-5,Indie;Action;Pixel Graphics,13;37,12,0
0-20000,865270,1,Happy Snake,Happy Snake Games;windows;mac;linux,0,Indie;Cute,8;42500,2,0
100000-200000,322780,1,Bossa Studios,Bossa Studios;windows,0,Early Access;Open World;Massively Multiplayer,0;39040,1096,592
0-20000,968290,1,Crankage Games,Crankage Games;windows,0,Indie;Comedy;Funny,0;42710,1,0
0-20000,364350,1,Midian Design,Screen 7;windows,1,Adventure;Indie;Point & Click,35;33610,19,0
20000-50000,547340,1,MoeNovel,MoeNovel;windows,0,Sexual Content;Nudity;Anime,20;223,35,223
0-20000,546030,1,Edougame,Edougame;windows,0,Strategy;Indie;Casual,6;37752,8,0
0-20000,681330,1,Deimos Games,Deimos Games;windows;linux,0,Simulation;Space Sim;Strategy,23;127,23,10438
0-20000,887370,2,Sixth Vowel,Inca Games;windows,0,Turn-Based Combat;Strategy;RPG,-118;9538,45,0
50000-100000,444770,1,Dreadlocks Mobile;Silicon Jelly,Dreadlocks Mobile;Silicon Jelly;Dreadlocks Ltd.;windows;mac;linux,0,Indie;Adventure;Cute,57;1677,22,8399
0-20000,845630,2,Anton Riot and Co,Bitbox Ltd.;windows,0,Early Access;Indie;Action,38;-9771,10,0
0-20000,767110,1,Kawaii VR,Kawaii VR;windows,0,Sexual Content;Nudity;Anime,0;6,11,-1484
20000-50000,557040,1,QUByte Interactive,QUByte Interactive;windows;mac;linux,10,Indie;Action;Beat 'em up,540;-12569,40,0
0-20000,674220,0,NorthernLights Games,NorthernLights Games;windows,9,Indie;Casual;Clicker,23;18,21,0
20000-50000,467930,1,STUDIO HG,STUDIO HG;windows,1,Action;Female Protagonist;Hack and Slash,20;369,123,162
0-20000,527360,0,Paul Thornton;Luke Meppem;Owen Badham,Escape Reality UKVR ;SoftApps;windows,0,Early Access;Indie;Adventure,0;0,2,0
0-20000,1052760,1,Tuwi Michael Nannings,NanningsGames;windows,0,Casual;Indie;Puzzle,60;2,0,0
2000000-5000000,698780,1,Team Salvato,Team Salvato;windows;mac,0,Psychological Horror;Anime;Visual Novel,0;42890,3588,162
0-20000,1018820,1,James Fitzgerald (Cavedens);David Fitzgerald (Perfectfitz),Creatorship Games;windows,0,Action;Indie;Racing,0;3,1,0
20000-50000,890400,2,"KOEI TECMO GAMES CO., LTD.",Papaya Play;windows,12,Massively Multiplayer;RPG;Free to Play,0;71,44,0
0-20000,356090,0,Lohika Games,Lohika Games;windows;mac;linux,0,Puzzle;Adventure;Indie,31;25,1,0
50000-100000,50510,1,doublesix,P2 Games;windows,0,Action;Zombies,314;65,93,3
0-20000,874770,2,Maksim Chudaev,Maksim Chudaev;windows,0,Action;Indie;Shooter,1;14,0,0
0-20000,719180,1,Russell Meakim,Russell Meakim;windows,0,Indie;Action;FPS,0;40,5,0
100000-200000,63610,1,Cyan Worlds,Cyan Worlds;windows;mac,0,Adventure;Puzzle;Point & Click,-281;288,103,-1014
200000-500000,446800,2,Urban Games,Good Shepherd Entertainment;windows;mac;linux,0,Simulation;Management;Economy,1350;4418,1266,849
0-20000,664750,0,Sludj Games,Sludj Games;windows,0,Action;Adventure;Indie,62;34880,9,11504
0-20000,506840,1,Third Impression,Third Impression;windows,4,RPG;Indie;Adventure,19;13,8,0
500000-1000000,323470,0,DIMPS,BANDAI NAMCO Entertainment;windows,0,Anime;Fighting;Action,50;12601,1680,2575
0-20000,601810,1,Feperd Games,Feperd Games;windows,12,Action;Platformer;2D,4;296,30,9997
0-20000,425450,1,Alberto Santiago,Studio Canvas;windows;mac;linux,0,Action;Indie;Local Multiplayer,63;17,7,0
0-20000,649630,0,Chongqing Yan Wan network technology Co.Ltd.,Chongqing Yan Wan network technology Co.Ltd.;windows,0,Casual;Adventure;Strategy,0;1,6,0
0-20000,276300,1,Radon Labs GmbH,familyplay;windows,0,Casual;Horses;Simulation,0;-15011,12,11725
0-20000,723760,1,Telehorse,Microids Indie;windows;mac,12,Adventure;Indie;Puzzle,51;12,11,0
0-20000,743330,0,Grimorio of Games,JanduSoft S.L.;windows;mac;linux,0,Action;Indie;Platformer,36;8,1,3851
50000-100000,27900,2,DnS Development,DnS Development;windows,0,Action;Adventure;Puzzle,0;22034,150,0
20000-50000,274480,1,Soldak Entertainment,Soldak Entertainment;windows;mac;linux,0,Space;Indie;Action,63;229,26,0
20000-50000,363090,0,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.;windows",0,Strategy,0;50,13,0
0-20000,759640,1,Havana24,Havana24;windows,-2,Indie;Action;Adventure,21;37,3,0
0-20000,1014600,1,Adil Ahmed;Edgy Games,Adil Ahmed;windows,0,Adventure,0;4,1,10987
0-20000,848710,1,DillyFrame,DillyFrame;windows,0,Early Access;Casual;Indie,11;2,2,11259
0-20000,840610,1,AP Thomson,AP Thomson;windows;mac,0,Pixel Graphics;Puzzle;Story Rich,0;70,10,0
20000-50000,457890,1,Benedict Fritz;Greg Wohlwend;Joel Corelitz;David Laskey;Jenna Blazevich,aeiowu;windows;mac,0,Indie;Action;Adventure,13;38421,38,11877
0-20000,698610,1,NedoStudio,NedoStudio;windows,12,Early Access;Adventure;Indie,0;1,0,0
0-20000,884250,1,Red Dolphin Games,VT Publishing;windows,0,Casual,1;5,3,0
20000-50000,785030,1,hubiao,hubiao;windows,10,Casual;Indie,0;12,34,0
0-20000,457980,0,Unosquare,Unosquare;windows;mac;linux,0,Adventure;Indie;Platformer,28;15,3,0
0-20000,369360,1,Pen and Sword Games,Pen and Sword Games;windows,0,Indie;Action;Casual,17;39330,24,232
0-20000,569380,1,Agrostemma,Libredia Entertainment;windows;mac,0,Adventure;Casual;Detective,35;29,9,0
1000000-2000000,17300,1,Crytek,Electronic Arts;windows,0,FPS;Action;Sci-fi,0;6075,1277,12144
20000-50000,341870,0,Game Freak,SEGA;windows,12,Adventure;Action;Platformer,15;325,110,0
200000-500000,281610,1,Blackbird Interactive,Gearbox Publishing;windows;mac,0,Strategy;RTS;Sci-fi,48;2734,743,26
0-20000,574890,2,Tpot Studio,Tpot Studio;windows,0,Action;Adventure;Indie,25;49659,4,0
50000-100000,618080,1,Cold Beam Games,Cold Beam Games;windows,9,Free to Play;Violent;Strategy,1753;424,81,97
50000-100000,46270,1,X-Bow Software,1C Entertainment;windows,0,RPG;Strategy;Space,0;182,42,0
0-20000,781230,1,Infogrames;Ere Informatique,Classics Digital;windows,0,Action;Indie,0;14,9,0
0-20000,403070,1,Sapphire Dragon Productions,Sapphire Dragon Productions;windows,0,Adventure;Indie;Female Protagonist,1753;36,4,0
0-20000,842070,1,Dupeyron,Dupeyron;windows,-1,Adventure;RPG;Casual,0;2,2,0
0-20000,701810,1,Log Games Ltd,Log Games Ltd;windows,0,Action;Indie,24;17,0,9443
0-20000,524540,2,Hosted Games,Hosted Games;windows;mac;linux,0,RPG;Indie;Adventure,30;28,5,0
0-20000,957890,1,Cole and Jordan Studios,Cole and Jordan Studios;windows;mac,0,Indie;Horror;Psychological Horror,0;5,0,0
0-20000,677710,1,MADBones Games,MADBones Games;windows,0,VR;Platformer;Indie,1586;-834,1,0
0-20000,489720,1,Undercoders,Rising Star Games;windows;mac;linux,0,Action;Indie;Pixel Graphics,42;41,4,0
0-20000,872440,1,Doghead Simulations,Doghead Simulations;windows;mac,0,Education;Simulation;Software Training,0;11,1,0
0-20000,718010,2,Pixel Reign,Pixel Reign;Kiss Publishing Ltd;windows;mac,0,Action;Platformer;Difficult,19;60,4,0
50000-100000,886250,0,Lucky VR Inc.,The Stars Group Inc.;windows,0,Early Access;Free to Play;Casual,0;2927,37,1071
0-20000,366460,1,"ElevenSeventy, LLC","ElevenSeventy, LLC;windows;mac",0,Action;Indie;Platformer,0;11,3,11092
20000-50000,370590,1,Queen Birdface Productions,Queen Birdface Productions;windows,10,Action;Indie;Casual,1596;3486,23,0
0-20000,396890,1,DopplerFrog,DopplerFrog;windows;linux,0,Indie;Simulation;Pixel Graphics,0;158,31,0
0-20000,619220,1,Gambreng Games,GameChanger Studio;windows;mac;linux,0,Indie;Casual,26;53395,0,0
0-20000,625680,1,Household Games Inc.,Household Games Inc.;windows;mac;linux,3,Action;Indie;Beat 'em up,36;60,7,0
0-20000,386340,0,AKGames,AKGames;windows;mac;linux,0,Early Access;Indie;Action,0;74,21,12812
0-20000,832720,1,Super77,Super77;windows,0,Early Access;Adventure;Simulation,0;48632,11,55
200000-500000,38740,1,Two Tribes,Two Tribes Publishing;windows;mac;linux,0,Puzzle;Indie;Action,47;1714,148,41
0-20000,894070,1,Laush Dmitriy Sergeevich,Laush Studio;windows,0,Indie;Simulation;Music,20;2,2,0
20000-50000,755150,1,Screenhit Studios,Screenhit Studios;windows,8,Free to Play;Indie;Strategy,0;65,11,0
100000-200000,11360,1,2DEngine.com,Meridian4;windows;mac,8,Indie;Puzzle;Physics,1669;433,148,36
0-20000,466290,1,Animate Objects,Animate Objects;windows,0,Early Access;Action;Indie,10;6,0,1830
0-20000,570500,1,2B_GAMES,2B_GAMES;windows,18,Early Access;Indie;Gore,-131;41,14,287
20000-50000,857340,1,Nekyau Games,Nekyau;windows,0,Action;Indie;Casual,659;61,38,11
0-20000,975980,1,Notus Games Ltd,Notus Games Ltd;windows;mac,0,Casual;Puzzle;2D,18;1,0,0
0-20000,431850,1,Fluik Entertainment Inc,Fluik Entertainment Inc;windows,0,Adventure;Indie;Casual,5;-2133,11,0
0-20000,567240,1,Big Fish Studios,Big Fish Games;windows,0,Adventure;Casual,1706;10,3,0
20000-50000,508900,1,Quiet River,Quiet River;windows,0,Casual;Indie;Minimalist,2880;884,34,65
50000-100000,371390,1,Psychotic Psoftware,Psychotic Psoftware;windows,0,Action;Indie;Platformer,301;77,116,285
100000-200000,516950,1,Just Amusing Myself Studios,Just Amusing Myself Studios;windows,0,Early Access;Simulation;Action,0;5,7,258
100000-200000,319480,1,JoyMasher,JoyMasher;windows,1,Action;Indie;Metroidvania,404;792,89,2173
100000-200000,562810,1,Ubisoft Pune,Ubisoft;windows,0,Casual;Multiplayer;Board Game,0;528,719,345
0-20000,1013650,1,Adventure Islands,Adventure Islands;windows;mac,0,Action;Indie;Adventure,18;19,1,0
0-20000,732400,1,Super Icon Ltd,PQube Limited;windows,0,Early Access;Adventure;Indie,385;538,10,0
0-20000,990940,1,Folo Studio,Folo Studio;windows,0,Casual;Nudity;Sexual Content,1450;10705,10,0
200000-500000,406090,2,Thorngames,Thorngames;windows,8,Early Access;Indie;Platformer,1795;417,167,357
500000-1000000,247730,0,Phosphor Games Studio,"Nether Productions, LLC;windows",0,Survival;Open World;Action,0;38841,10167,18
20000-50000,383840,1,Stray Fawn Studio,Stray Fawn Studio;windows;mac;linux,0,Early Access;Sandbox;Indie,0;328,60,0
0-20000,695600,1,Poking Water Games,Poking Water Games;windows,0,Simulation;RPG;Indie,24;109,36,0
0-20000,321660,1,Crafty Studios,Ravenscourt;windows;mac;linux,0,Simulation;Mining,49;18,46,0
100000-200000,292930,1,Future Games;Unknown Identity,THQ Nordic;windows,0,Adventure;Point & Click;Mystery,0;468,135,3
0-20000,534230,1,Rubycone,Rubycone;windows,8,Indie;Action;VR,15;46203,17,0
0-20000,577160,1,"Mighty Studios, LLC","Mighty Studios, LLC;windows",0,Indie;Casual;Action,6;46230,0,0
0-20000,813540,1,Entertainment Forge,GrabTheGames;windows;mac,0,Adventure;Comedy;Atmospheric,19;114,13,-1767
50000-100000,581100,2,Atum Software,Sometimes You;windows;mac;linux,1,Indie;Adventure;Action,-427;24,30,275
0-20000,347790,1,Holgersson Entertainment,Holgersson Entertainment;windows,0,Strategy;Indie;Simulation,23;32,7,-3018
0-20000,548130,1,Slothzilla Games,(none);windows;mac;linux,3,Action;Arcade;Indie,17;18,1,0
0-20000,675210,1,DigitalDNA Games LLC,DigitalDNA Games LLC;windows,8,Action;Indie;Violent,0;31,33,9780
0-20000,859340,1,Multiverse,Multiverse;windows,0,Adventure;Indie;Gore,35;194,72,0
100000-200000,454540,1,DiP Online,DiP Online;windows,-1,Free to Play;Massively Multiplayer;RPG,80;407,338,4
0-20000,533060,1,ERS G Studios,Big Fish Games;windows,0,Adventure;Casual;Hidden Object,1283;5,1,3513
0-20000,652660,1,InImages,InImages;windows,0,Simulation;Sports;Indie,0;28,28,0
200000-500000,451760,1,Studio Élan;Studio Coattails,Sekai Project;windows;mac;linux,0,Visual Novel;Female Protagonist;Anime,20;53383,67,537
0-20000,865930,1,WonderlandKazakiri,Gamera Game;idealCat;windows;mac,0,Casual;Action;Indie,38;105,22,0
0-20000,467760,1,Shrimpcave Industries,Shrimpcave Industries;windows;mac,0,Action;Casual;Strategy,1452;125,10,0
0-20000,777580,0,MisterTtocS,MisterTtocS;windows,0,Indie;Adventure,22;2,0,0
0-20000,661700,0,It's a Wonderful Life,It's a Wonderful Life;windows,0,Free to Play;Adventure,0;50948,9,0
0-20000,850740,2,FalconDev,FalconDev;windows;linux,0,Adventure;Indie;Casual,7;5,2,1810
100000-200000,525510,1,Crazy Monkey Studios;Claeysbrothers,Crazy Monkey Studios;windows;mac,0,Action;Side Scroller;Adventure,20;1121,75,213
2000000-5000000,813820,2,Heroic Leap Games,Hi-Rez Studios;windows,0,Early Access;Battle Royale;Free to Play,22;426,9825,360
0-20000,779050,1,Games for May,Games for May;windows,9,Early Access;Massively Multiplayer;Indie,0;21405,26,0
20000-50000,586110,1,Linden Lab,Linden Lab;windows,3,Early Access;Free to Play;Massively Multiplayer,-249;98,61,11212
0-20000,385220,1,yayapipi,yayapipi;windows,0,Action;Adventure;Indie,0;59,35,0
0-20000,405670,1,MABManZ,MABManZ;windows;mac,0,Action;Indie;Fighting,21;42,11,0
50000-100000,373480,1,Modesty,Modesty;windows;mac,0,Shoot 'Em Up;Action;Indie,11;97,60,0
0-20000,640250,0,idsibidsi games,"Intelligent Decision Systems, Inc.;windows",11,Early Access;Action;Adventure,0;3,0,0
0-20000,698160,1,LiangDeZhao,LiangDeZhao;windows,0,Action;Indie;Adventure,0;2,7,13001
0-20000,887520,1,Halfbolt Studios,Halfbolt Studios;windows,0,Action,0;10,6,0
50000-100000,453000,1,"WaveVR, Inc.","WaveVR, Inc.;windows",0,Early Access;VR;Massively Multiplayer,447;364,21,13
0-20000,799610,1,TheDreik,TheDreik;windows,0,Action;Indie,8;-5927,7,0
20000-50000,436500,0,Sundae Month,tinyBuild;windows;mac,0,Indie;Adventure;Casual,44;335,98,0
0-20000,740100,1,AYE Technology,AYE Technology;windows,0,Indie;Strategy;Adventure,0;0,14,12431
0-20000,697630,1,WARMA Corporation,WARMA Corporation;windows,0,Early Access;RPG;Indie,0;64,65,0
0-20000,540410,1,EP Games®,EP Games®;windows,0,Action;Indie;Fantasy,16;17,0,0
0-20000,731600,1,Nodacoy Games;Jadan Bliss,Rooster Republic LLC;windows,0,Action;Indie;Pixel Graphics,12;15,1,0
0-20000,722240,1,Dexion Games,Dexion Games;windows,0,Action;Indie;Casual,0;6,31,1
20000-50000,440750,1,TinyAtomGames,TinyAtomGames;windows;mac;linux,0,Action;Indie;Adventure,-116;18,9,217
0-20000,914130,1,Fat Agent,Casual.US;windows,0,Early Access;Indie;Simulation,565;45123,4,637
0-20000,730690,1,SIXNAILS,SIXNAILS;windows,8,Casual;Indie,38;3,0,0
0-20000,718960,1,Nuberu Games,Nuberu Games;windows,11,Action;Indie;Platformer,12;13,2,0
200000-500000,243800,2,Gamepires,Iceberg Interactive;windows,0,Racing;Action;Multiplayer,105;-5778,415,137
0-20000,363980,1,CAVYHOUSE,AGM PLAYISM;windows;mac,0,Indie;Simulation;Clicker,1534;236,39,8616
20000-50000,306200,1,Alawar;Mirball Games,Buka Entertainment;windows,0,Casual;Strategy;Simulation,0;215,58,0
0-20000,811860,2,Playloft,Playloft;windows;mac,0,Action;Racing;Adventure,1485;3,4,0
200000-500000,339340,1,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.;windows",18,Horror;Zombies;Survival Horror,822;-11621,393,132
200000-500000,362680,1,Killmonday Games AB,Killmonday Games AB;windows;mac;linux,9,Psychological Horror;Story Rich;Point & Click,-247;4896,192,508
0-20000,1006850,1,XWidgetSoft,XWidgetSoft;windows,0,Early Access;Utilities;Animation & Modeling,0;6,1,0
0-20000,393290,1,Urbanscan,Console Classics;windows,0,Racing,0;4,17,0
0-20000,576700,1,Broken Code Games,Broken Code Games;windows,0,Indie,0;0,5,8768
0-20000,856750,1,Yan Dawid,Yan Dawid;windows;mac;linux,0,Early Access;Action;Adventure,408;36827,0,8401
0-20000,1007630,1,Devin Cole;Sean Young,SmashGames;windows;mac;linux,0,Early Access;Action;Indie,29;-20717,0,-2192
0-20000,715460,1,tamationgames,tamationgames;windows,0,Indie;Strategy;Platformer,38;24,1,0
0-20000,757190,1,Taggrin,Taggrin;windows,0,Action;Indie;Casual,12;-3380,0,0
0-20000,550170,1,Owl Green Sea,Owl Green Sea;windows,0,Action;RPG;Indie,50;43230,0,2049
0-20000,483490,1,The Owl Prophecy,Plug In Digital;windows,0,Early Access;Action;Indie,10;4,1,0
0-20000,504800,1,inkle Ltd,inkle Ltd;windows;mac,0,Adventure;RPG;Indie,500;11126,5,-5173
0-20000,872230,1,MAGES,MAGES;windows,-4,Casual;Adventure;RPG,-130;52211,0,8221
100000-200000,11190,1,Frogwares,Frogwares;windows,0,Adventure;Point & Click;Detective,0;300,94,0
500000-1000000,7770,1,"MicroProse Software, Inc",2K;windows,-3,Strategy;Action;Shooter,0;146,138,12905
0-20000,510500,2,Hesketh Studios Ltd,Hesketh Studios Ltd;windows;mac,0,Early Access;Strategy;RTS,0;305,67,517
20000-50000,316180,0,"Harmonix Music Systems, Inc","Harmonix Music Systems, Inc;windows;mac",-4,Indie;Action;Bullet Hell,16;51,33,0
0-20000,827450,1,Petite Games,Ratalaika Games S.L.;windows,11,Action;Indie,250;0,1,0
0-20000,811130,1,Pinhead Games,Pinhead Games;windows;mac,2,Adventure;Indie;Violent,0;9,3,0
0-20000,736250,1,Charlie Behan,Charlie Behan;windows,2,Indie;Action;Violent,148;34,7,0
0-20000,935930,1,Checkmaty,Checkmaty;windows,0,Action;Strategy;Gore,1537;83,13,0
0-20000,548680,0,Confused Pelican,TIKIPOD;windows,0,Action;Indie;Local Co-Op,38;46,6,0
0-20000,856390,1,Team CPRC,Theine Dreams;windows,0,Early Access;Action;Indie,0;1,0,0
0-20000,856560,1,Naughty Squirrels,Naughty Squirrels;windows,0,Action;Adventure;RPG,0;2,1,0
0-20000,705300,2,Idea Cabin,Idea Cabin;windows;mac;linux,0,Adventure;Indie;Casual,2089;12,16,0
0-20000,645820,0,Pavel Kostin,HeroCraft;windows,0,Atmospheric;Point & Click;Indie,72;18273,3,1
20000-50000,261940,0,Neko Entertainment,Neko Entertainment;windows,0,Adventure;Casual;Indie,1537;62,24,0
0-20000,778870,1,EvilCharm Games,EvilCharm Games;windows,0,Action;Indie;Gore,291;36116,0,0
0-20000,385440,1,"Buff Studio Co.,Ltd.","Buff Studio Co.,Ltd.;windows;mac",-4,RPG;Action;Casual,25;39,16,228
0-20000,600670,1,oldnag,oldnag;windows,0,Early Access;Indie;Survival,1548;-3844,5,0
0-20000,820300,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games;windows,0,Visual Novel;Indie;Adventure,0;4,10,0
100000-200000,453090,1,Texel Raptor,Texel Raptor;windows;mac;linux,0,Management;Simulation;Building,32;1827,173,401
0-20000,560340,1,KitTheNinja;Ate134;FFTG - Nate;Kanestapler,KitTheNinja;windows,0,Indie;Casual;Simulation,0;-6907,2,0
50000-100000,257970,1,Winter Wolves,Winter Wolves;windows;mac;linux,18,Visual Novel;RPG;Indie,40;388,92,11298
0-20000,361950,1,Toyman Interactive;Alawar Entertainment,Buka Entertainment;windows,12,Casual;Strategy;Adventure,54;25,9,0
0-20000,1022230,1,Studio Christmas,Studio Christmas;windows,0,Utilities,0;19,3,0
500000-1000000,228280,1,Beamdog,Beamdog;windows;mac;linux,0,RPG;Fantasy;Classic,1456;34308,688,8985
0-20000,688400,2,Sticky Studios,Sticky Studios;windows;mac,0,Action;Strategy;Casual,-614;23,6,2679
20000-50000,582620,1,Inaccurate Interactive,Guru Games;windows,0,Casual;Indie;Atmospheric,12;141,37,220
200000-500000,334920,1,Zero-K Team,Zero-K Team;windows,0,Free to Play;Strategy;RTS,0;873,87,453
100000-200000,61500,1,Triumph Studios,Paradox Interactive;windows,0,Strategy;RPG;Fantasy,0;334,98,12955
0-20000,430190,0,Leikir Studio,Leikir Studio;windows,0,Indie;Local Multiplayer;4 Player Local,56;44033,3,0
0-20000,605490,0,Three Frog Studios,Three Frog Studios;windows,0,Casual;Action;Indie,26;4028,2,9951
0-20000,857470,1,Mikołaj Spychał,Mikołaj Spychał;windows;mac;linux,0,Indie;Casual;Simulation,10;48286,1,0
50000-100000,280040,1,Lost Decade Games,Lost Decade Games;windows;mac;linux,0,Rogue-like;Indie;RPG,-113;285,131,0
0-20000,972940,1,Evgeny Petrov,Not a Prototype games;windows;linux,8,Strategy;Indie,8;1,0,0
50000-100000,310810,1,Rock Pocket Games,Sierra;windows,0,Action;Adventure;Co-op,29;52,18,294
20000-50000,559200,0,NedoStudio,NedoStudio;windows,0,Action;Indie;Casual,0;3,4,0
50000-100000,416600,1,Cellar Door Games,Cellar Door Games;windows;mac;linux,1,Action;Indie;Adventure,36;547,94,637
200000-500000,387860,2,the whale husband,the whale husband;windows;mac;linux,0,Free to Play;Psychological Horror;Indie,0;4014,931,13
0-20000,557670,1,AurealStudio,AurealStudio;windows,0,Free to Play;Action;Casual,-334;-15010,3,13079
0-20000,574860,1,Alibi,Alibi;windows,3,Nudity;Action;Adventure,10;10,13,0
50000-100000,853550,1,ThinMatrix,ThinMatrix;windows;mac;linux,-2,Simulation;Indie;Casual,0;1078,53,0
0-20000,827830,1,The Pompous Pixel,The Pompous Pixel;windows,1,Adventure;Indie,19;6,1,11596
0-20000,1003530,0,Twairgroup;NMSL Studio,天网联合;windows,0,Sexual Content;Action;RPG,0;1,4,0
0-20000,637940,2,Yustas Game Studio;Alawar Entertainment,Buka Entertainment;windows,0,Strategy;Indie;Casual,0;2,0,0
0-20000,732520,1,Felip Guimerà,FelGC.GamesDevelopment;windows;mac;linux,0,Action;Indie;Strategy,14;31804,8,0
20000-50000,491010,1,TERNOX,TERNOX;windows;linux,0,Action;Indie;Adventure,6;32,4,0
500000-1000000,301910,1,Deep Silver Volition;High Voltage Software,Deep Silver;windows;linux,0,Action;Open World;Comedy,45;5203,1843,180
0-20000,976860,1,milanaozdieva,milanaozdieva;windows,-1,Casual;Action,0;4,2,0
0-20000,680550,1,Gustsoft,Gustsoft;windows,0,Indie;Action;Adventure,0;14,6,0
0-20000,698960,1,Mikael Mattsson,Mikael Mattsson;windows,0,Early Access;Action;Indie,0;1,0,4213
0-20000,664350,1,"Nikita ""Ghost_RUS""",Ghost_RUS Games;windows,0,Indie;Action;FPS,447;15,22,0
0-20000,661530,1,WTFOMGames,WTFOMGames;windows,0,Action;Indie;Casual,0;49201,10,12677
2000000-5000000,200260,0,Rocksteady Studios;Feral Interactive (Mac),Warner Bros. Interactive Entertainment;Feral Interactive (Mac);windows;mac,0,Action;Open World;Batman,64;48471,1255,1554
200000-500000,542310,1,Insanity Games,Insanity Games;windows,0,Free to Play;Adventure;Indie,-14;1623,342,35
0-20000,976870,1,Questtracers,Questtracers;windows,1,Indie;Casual,7;2,0,0
0-20000,821800,1,Suomen Kuljetusturva Oy,Suomen Kuljetusturva Oy;windows,0,Simulation;Difficult,0;37512,0,0
200000-500000,366220,1,Code Club AB,Plug In Digital;windows;linux,0,Open World;RPG;Sandbox,0;1498,652,2018
0-20000,710540,1,Alexey Volonsky,AYE Technology;windows,0,Action;Indie;Racing,0;18,4,-7019
0-20000,444430,1,Peaksel D.O.O. Nis,Peaksel D.O.O. Nis;windows;mac,0,Casual;Action;Family Friendly,0;27,7,0
