name,release_date,1ZT_english;appid,developer,publisher,platforms,rqrd_g,categories,genres,steamspy_tags,achievements;ratings_positive,negative_ratings,average_playtime,owners
STAY,2018-05-16,0;753230,Appnormals Team,PQube Limited,windows;mac,0,Single-player;Steam Achievements,Aeventure;Inriw,Indie;Choices Matter;Adventure,31;240,102,11749,50000-100000
Questr,2017-10-27,2;675990,Mutant Entertainment Studios,Mutant Entertainment Studios,windows;linux,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;RPG,Indie;RPG;Casual,9;13,4,1116,0-20000
Orbital Racer,2017-12-14,1;723100,Paweł Dywelski,Movie Games S.A.,windows,0,Single-player;Partial Controller Support,2Rh_Indie;Racing;Simulation,Simulation;Racing;Indie,0;13,2,0,0-20000
Timen runner,2017-05-26,2;623550,REX PEX GAMES,REX PEX GAMES,windows,-1,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Casual;Indie,Indie;Casual;Platformer,12;36,31,304,50000-100000
PixelJunk™ Eden,2012-02-02,1;105800,  ,Q-Games Ltd.,windows,-2,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Casual;Indie;Platformer,61;558,140,65,200000-500000
Camper Jumper Simulator,2017-01-02,1;520380,No-Brain Studio,No-Brain Studio,windows,2,Single-player,Indie;Racing,Indie;Racing,33;20,27,0,0-20000
Sentinels of the Multiverse,2014-12-22,1;337150,,Handelabra Games Inc.,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,Card Game;Board Game;Superhero,84;644,103,186,100000-200000
Spy Fox In: Cheese Chase,2014-05-29,1;292280,,Humongous Entertainment;Nightdive Studios,windows;mac;linux,0,Single-player;Steam Cloud,Adventure;Casual,Adventure;Casual;Family Friendly,0;18,12,6238,20000-50000
Out of Ammo,2016-09-14,1;451840,RocketWerkz,RocketWerkz,windows,0,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Leaderboards,3DK_Action;Indie;Strategy,Action;Strategy;VR,17;517,92,0,20000-50000
Brave knight runner,2019-03-17,1;1037540,2otdinex,Zotdinex,windows,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0;1,0,0,0-20000
Die for the Empire,2016-10-07,0;537090,Nedo5tudio,NedoStudio,windows,0,Single-player;Steam Trading Cards,Action,Action;Shoot 'Em Up,0;5,15,273,20000-50000
Star'Shoot,2018-09-27,0;882080,Space Maker Studio,Space Maker Studio,windows,0,Single-player;Partial Controller Support;Steam Leaderboards,Action;Indie,Indie;Action;Shoot 'Em Up,47;16,1,-483,0-20000
SPLASH BLAST PANIC,2018-08-28,0;503750,Team KwaKwa,Digital Smash,windows;mac;linux,-3,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Casual;Indie,Indie;Action;Casual,13;4,2,0,0-20000
Air Conflicts: Vietnam,2013-10-02,2;233210, grow,Games Farm,windows;mac;linux,12,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud,Action;Simulation,Simulation;Action;Flight,16;63,169,0,20000-50000
Trivia Vault: Toy Trivia,2018-05-25,1;860340,Ripknot Systems,Ripknot Systems,windows,0,Single-player;Steam Achievements,Action;Casual;Simulation,Casual;Action;Simulation,5000;8,4,0,0-20000
Endless Fables 3: Dark Moor,2018-07-19,1;867050,,Artifex Mundi,windows;mac;linux,11,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Casual;Adventure;Hidden Object,31;18,5,0,0-20000
Sunset Overdrive,2018-11-16,0;847370,Insomniac Games;Blind Squirrel Games,Microsoft Studios,windows,16,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Adventure;Open World,80;2421,274,300,50000-100000
Garry's Mod,2006-11-29,1;4000,Facepunch Studios,Valve,windows;mac;linux,9,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor,Indie;Simulation,Sandbox;Multiplayer;Funny,29;363721,16433,12422,10000000-20000000
Goddess of Math 数学女神,2019-03-25,1;1044770, bet on,KatusGame,windows;mac,0,Single-player,Action;Casual;Indie;Strategy,Indie;Casual;Strategy,0;9,1,0,0-20000
Faerie Solitaire,2010-09-17,1;38600,Subs.,Subsoap,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,,Card Game;Casual;Indie,30;2147,207,266,200000-500000
街头英雄 Street Heroes,2018-09-09,0;924500,Chen Jin,Chen Jin,windows,0,Single-player;In-App Purchases,Action;Casual;Indie,Action;Indie;Casual,0;1,1,-4749,0-20000
Daedalus - No Escape,2014-10-28,1;315830,Patrice Meneguzzi,Patrice Meneguzzi,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Stats;Includes level editor,Action;Indie,Action;Indie;Multiplayer,44;98,18,0,20000-50000
Trivia Vault: Golf Trivia,2018-03-29,1;822900,Ripknot Systems,Ripknot Systems,windows,11,Single-player;Steam Achievements,Action;Casual;Strategy,Strategy;Casual;Action,5000;19,3,0,0-20000
Mirrored - Chapter 1,2015-10-30,1;365880,Kelkafa Studios;Cardboard Sword Limited;Jet Stone Studios,Kelkafa Studios,windows;mac;linux,3,Single-player;Steam Achievements;Steam Trading Cards,nC_Adventure;Indie,Adventure;Indie;Point & Click,6;70,35,0,0-20000
Accounting (Legacy),2016-10-18,1;518580,Crows.Crows.Crows;Squanch.Games,Crows Crows Crows,windows,2,Single-player,Adventure;Indie,Adventure;Indie;VR,0;2055,116,55,200000-500000
SAS,2018-06-06,1;745810,True Illusion Software,True Illusion Software,windows,9,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements,,Early Access;Adventure;Action,24;87,24,0,0-20000
Museum of Symmetry,2018-08-09,1;870890,National Film Board of Canada;Cesa Rara,National Film Board of Canada,windows,0,Single-player,Adventure;Casual;Indie;Simulation,Adventure;Indie;Casual,0;35,0,0,0-20000
DWVR,2017-09-26,0;520750,Triangles_Mad,Mad Triangles,windows,0,Single-player,Action;Indie,Action;Indie;VR,4;17,1,0,0-20000
Metaloid : Origin,2019-03-28,1;974390,RetroRevolution,RetroRevolution,windows;mac,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Action;Indie;Platformer,25;10,0,0,0-20000
Event[0],2016-09-14,2;470260,Ocelot_Society,Ocelot Society,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Arventure;Indi4,Adventure;Indie;Space,12;1339,335,8092,100000-200000
DOGOS,2016-09-06,1;507050,OPQAM,INTERNET URL S.A.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;Simulation,Action;Indie;Simulation,15;41,20,3236,20000-50000
CAFE 0 ~The Drowned Mermaid~,2015-01-29,1;335660,roseVeRte,roseVeRte,windows;mac;linux,-1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Visual Novel;Adventure;Indie,21;93,47,0,20000-50000
ZHUST - THE ILLUSION SOUL,2017-06-09,1;649670,KT Games,KT Games,windows,0,Single-player;Steam Achievements,Action;Adventure;1ndie,Action;Adventure;Indie,20;19,14,0,0-20000
Life on Mars Remake,2017-08-11,1;677910,Oscar Kenneth Albero Ingles,Oscar Kenneth Albero Ingles,windows,-2,Single-player;Steam Achievements;Full controller support,XG_Action;Adventure;Indie;RPG,Action;Adventure;Indie,21;29,2,2938,0-20000
Narcissu 10th Anniversary Anthology Project,2016-01-27,1;426690,stage-nana,Sekai Project,windows,0,Single-player;Steam Trading Cards,Casual;Indie,Indie;Casual;Visual Novel,0;327,6,157,50000-100000
Eekeemoo - Splinters of the Dark Shard,2017-03-14,1;413040,Cog.Gam.L.,Cogg Games Ltd,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure,Action;Adventure,22;3,2,0,0-20000
The Slug,2017-08-04,0;681070,Vyacheslav Shilikhin,Vyacheslav Shilikhin,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Adventure;Indie;Casual,7;20,54,4327,20000-50000
Tomb Raider II,2012-11-28,1;225300,Core_Design,Square Enix,windows,12,Single-player,Action;Adventure,Adventure;Action;Female Protagonist,0;805,115,3,500000-1000000
Cartoony Cars 2,2018-11-09,1;915190,0_SpeedFrame,SpeedFrame,windows;mac;linux,0,Single-player;Steam Cloud;Includes level editor,Indie,Indie;Puzzle;Physics,0;6,0,-3275,0-20000
T.A.P.,2019-01-31,1;1010650,Anti-Ded GameDev,Anti-Ded GameDev,windows,1,Single-player,Acgion;Casual;Strategy,Action;Casual;Strategy,0;15,0,0,0-20000
巴伦西亚传说：索菲亚的重生 Valencia Saga:Sophia's rebirth,2018-09-30,1;927310,清之鸣,清之鸣,windows,0,Single-player;Partial Controller Support,RPG;Strategy,Strategy;RPG,0;77,11,-3608,0-20000
Disney Princess: Enchanted Journey,2014-10-10,1;322130,Papaya Studio,Disney Interactive,windows,0,Single-player;Shared/Split Screen,Adventure,Adventure;Female Protagonist;Action,0;15,3,0,0-20000
WORLDS AT WAR (Monitors & VR),2018-03-09,1;744670,Muddy Pixel,Muddy Pixel,windows,0,Single-player;Partial Controller Support,Action;Indie;Simulation;Early Access,Early Access;Action;Indie,0;55,23,0,0-20000
Amorous,2018-04-13,2;778700,team up romantic,Snaggletooth Studios,windows;mac;linux,-5,Single-player;Steam Achievements,Sexual Content;Free to Play;Indie;Simulation,Sexual Content;Nudity;Free to Play,45;2504,698,105,200000-500000
Super Lumi Live,2017-09-05,2;667760,Gemi Games,Discovermypath,windows,12,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Adventure;Indie,Action;Indie;2D,26;17,0,0,0-20000
Army Men: Toys in Space,2017-12-20,1;549180,The 3DO Company,2K,windows,0,Single-player,Action;Strategy,Strategy;Action,0;20,10,0,0-20000
The Race for the White House 2016,2016-09-08,1;525080,Eversim,Eversim,windows,0,Single-player;Multi-player;Local Multi-Player,Simulation;Strategy,Simulation;Strategy,0;8,11,9334,0-20000
Ninjin: Clash of Carrots,2018-09-04,1;809870,Pocket Trap,Modus Games,windows,-4,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure;Indie;RPG,Action;Indie;Adventure,33;40,0,10765,0-20000
The Abbey,2014-07-15,1;313200,,Strategy First,windows,0,Single-player,Adventure,Adventure;Point & Click,0;29,18,0,0-20000
Ori and the Blind Forest: Definitive Edition,2016-04-27,0;387290,Moon Studios GmbH,Microsoft Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats,Wctlon,Atmospheric;Great Soundtrack;Platformer,57;15886,627,322,1000000-2000000
Trouble In The Manor,2015-11-17,1;338530,Charyb Games,Charyb Games,windows,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards,Action;Casual;Indie,Casual;Action;Indie,21;181,128,268,200000-500000
Raymond's Obstacle Course,2018-01-31,2;756980,Raymond Leung,Raymond Leung,windows,0,Single-player,Action;Adventure;Casual;Indie;Strategy,Strategy;Action;Adventure,0;2,0,309,0-20000
Portal Journey: Portarius,2018-04-26,1;747050,Dmitry Poznukhov,Dmitry Poznukhov,windows;mac;linux,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Adventure;Casual;Indie,Indie;Casual;Adventure,15;19,3,0,0-20000
aMAZE Double,2017-11-02,1;736840,Blender Games,Blender Games,windows,3,Single-player;Steam Achievements,Casual;Indye,Casual;Indie;Singleplayer,154;26,4,0,0-20000
Dokkaebi Hentai Adventures,2018-02-28,1;805500,,Ghost_RUS Games,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Indie;Adventure;Casual,5;23,15,11603,0-20000
Ultimate General: Civil War,2017-07-14,2;502520,Game-Labs,Game-Labs,windows;mac,10,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Strategy;War;Historical,39;2461,407,0,100000-200000
SteelLIFE,2019-01-04,2;439420,AxiPLAY,AxiPLAY,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Adventure;Indie;Casual,23;15,1,0,0-20000
Shardlight,2016-03-08,0;336130,Wadjet Eye Games,Wadjet Eye Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Indie;RPG,Adventure;Female Protagonist;Indie,19;292,33,67,20000-50000
Moonbase Down,2018-06-19,2;870590,Advent-RPG,Advent RPG,windows,11,Single-player;Steam Achievements;Steam Leaderboards,Action;Adventure;Indie;RPG;Early Access,Early Access;Adventure;Action,8;4,0,12670,0-20000
Space Lagat,2017-11-15,1;741560,Aproldvin,LEVER Software,windows,0,Single-player;Partial Controller Support;Stats,Casual;Indie,Indie;Casual;Great Soundtrack,0;16,4,0,0-20000
Golden Dungeons,2018-03-03,1;801020,AFBIK Studio,AFBIK Studio,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,63;35,36,-3409,20000-50000
AntVentor,2018-05-17,1;739190,LoopyMood,LoopyMood,windows;mac;linux,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Casual;Indie,Adventure;Casual;Indie,13;125,11,0,0-20000
9th Dawn II,2016-10-17,1;279070,Valorware,Valorware,windows,-2,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure;Indie;RPG,RPG;Adventure;Indie,20;99,19,0,0-20000
ROCKETSROCKETSROCKETS,2015-05-01,2;289760,Radial Games Corp;Loren Bednar;Dr. Kimberly Voll;Lindsay Jorgensen,Radial Games Corp,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Casual.,Indie;Action;Casual,36;431,118,332,100000-200000
Devil in the Pines,2017-09-29,2;706280,Games_Rebelware,Rebelware Games,windows,0,Single-player;Steam Achievements,Indie,Indie;Horror;Survival Horror,3;17,3,10806,0-20000
Empty Horizons,2016-07-19,2;496630,ebi-hime,ebi-hime,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation,Indie;Simulation;Visual Novel,13;57,8,0,0-20000
Latte Stand Tycoon,2019-01-26,2;1002830,Inner Realm Studios,Angels And Demons,windows;mac;linux,-4,Single-player;Partial Controller Support,Adventure;Casual;Indie;RPG;Simulation,Indie;Simulation;Adventure,0;8,4,1026,0-20000
Nightmares from the Deep 2: The Siren`s Call,2014-05-15,1;284790,Artifex Mundi,Artifex Mundi,windows;mac;linux,3,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,,Hidden Object;Adventure;Casual,29;561,24,0,100000-200000
Dying Light: Bad Blood,2018-09-13,1;766370,Techland,Techland Publishing,windows,0,Multi-player;Online Multi-Player;Full controller support;In-App Purchases,Action;RPG;Early Access,Early Access;Action;Battle Royale,0;860,351,103,20000-50000
Rift Keeper,2019-01-14,2;843360,,Maple Whispering Limited,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;I.,Action;Indie;RPG,41;55,12,0,0-20000
Splinter Zone,2017-06-01,1;612160,MOKKOGRAD,MOKKOGRAD,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action,Action;Platformer;2D,6;13,0,0,0-20000
Bloody Glimpse,2017-10-04,1;709840,Racing Bros,ANPA.US,windows;mac;linux,10,Single-player;Online Co-op;Cross-Platform Multiplayer;Steam Achievements,Violent;Gore;Action;Indie;Simulation,Action;Indie;Violent,1512;37,65,90,0-20000
Not Tonight,2018-08-17,1;733790,PanicBarn,No More Robots,windows,0,Single-player;Steam Achievements;Steam Cloud,Adventure;RPG;Simulation,Simulation;RPG;Point & Click,15;461,88,505,20000-50000
70 Seconds Survival,2018-08-08,1;878470,Tero Lunkka;Valkeala Software,Tero Lunkka,windows,0,Single-player,Casual;Indie;Racing,Indie;Casual;Racing,0;9,7,0,0-20000
Always Remember Me,2014-04-18,1;291030,Winter.Wolves,Winter Wolves,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Casual;Indie;Simulation,Visual Novel;Anime;Dating Sim,8;153,106,1173,0-20000
Return to Mysterious Island 2,2014-03-06,1;277270,Studio_Kheops,Microids,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Point & Click,0;56,24,0,20000-50000
COSMONAUT,2018-01-11,1;743550,"Neon Chasm, LLC","Neon Chasm, LLC",windows,0,Single-player;Full controller support,n_Action;Adventure;Indie,Action;Adventure;Indie,0;9,0,0,0-20000
God is a Cube: Programming Robot Cubes,2018-10-11,2;845590,Marc Kruzik,Dimensional Studio,windows;mac;linux,0,Single-player;Stats;Includes level editor,Indie;Simulation;Early Access,Early Access;Simulation;Indie,0;12,2,2379,0-20000
Last Dream,2014-03-13,2;266230,White Giant RPG Studios,White Giant RPG Studios,windows;mac;linux,8,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards,Insie;RPG,RPG;Indie;RPGMaker,236;368,67,0,50000-100000
Habitus,2016-01-29,1;394990,frozenen,frozenen,windows;mac;linux,-1,Single-player;Co-op;Full controller support,Action;Indie,Action;Indie;Survival,0;3,6,0,0-20000
Serious Sam VR: The Second Encounter,2017-04-04,1;552460,Crote.VR.,Devolver Digital;Croteam,windows;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,A.,VR;Action;Indie,28;92,16,64,0-20000
Dream Factory,2015-11-02,1;408440,The Tambourine,The Tambourine,windows,0,Single-player;Steam Trading Cards,,Early Access;Strategy;Indie,0;18,63,0,0-20000
Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,2015-09-02,1;359050,marbenx,marbenx,windows,16,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Indie;Simulation,Nudity;Story Rich;Pixel Graphics,21;8258,423,74,200000-500000
Trip to Vinelands,2016-10-21,1;546090,Machado_Walter,Walter Machado,windows;linux,8,Single-player;Steam Achievements;Full controller support,Action;Indie,Indie;Action;Arcade,5;115,10,0,0-20000
Space Panic Arena,2017-08-03,1;686640,Xefier Games Inc.,EvolVR Games Ltd.,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Early Access,Early Access;Action;VR,12;5,4,0,0-20000
Taphouse VR,2018-09-27,0;591680,Catland,Catland,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;Simulation,Simulation;Indie;VR,16;99,5,0,20000-50000
Russian AYE Race,2018-02-22,1;802650,"Nikita ""Ghost_RUS""",Ghost_RUS Games,windows,0,Single-player;Steam Achievements,Casual;Indie;Racing,Indie;Casual;Racing,6;7,10,11293,0-20000
Abandonment,2019-01-04,1;1003650,ZHANG YAN,JXTD,windows,0,Single-player,Adventure;Yndie,Adventure;Indie,0;0,3,0,0-20000
Flywrench,2015-08-24,0;337350,Messhod,Messhof,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Casual;Indie,Action;Indie;Casual,46;176,8,0,0-20000
Chainz 2: Relinked,2009-07-13,1;32120,MumboJumbo,MumboJumbo,windows,0,Single-player,Casual,Casual;Puzzle;Match 3,0;24,18,0,0-20000
Yandere School,2017-09-01,1;687750,Tea & Cake Games,Tea & Cake Games,windows,0,Single-player;Steam Achievements,Violent;Action;Ijdie,Violent;Action;Indie,13;101,80,0,0-20000
Revolution 60,2016-09-06,1;350200,Giant Spacekat,Giant Spacekat,windows,0,Single-player;Captions available,Adgenture,Memes;Walking Simulator;Villain Protagonist,0;16,44,757,0-20000
Shadow Ops: Red Mercury,2014-07-02,2;286770,Zombie Studios,Retroism,windows,0,Single-player;Multi-player,Action,Action;FPS;First-Person,0;138,29,0,20000-50000
