appid,V9_name,release_date,english,developer,publisher,platforms,genres,SteTa,Ach,positive_ratings,negative_ratings,average_playtime,M.P.,owners,v_price
655280,Ping,2017-07-04,1,Examined Interactive,Examined Interactive,windows;mac;linux,Action;Indie,Indie;Action,0,16,3,2,2,0-20000,0.79
251170,Damned,2014-10-06,1,9heads Game Studios,9heads Game Studios,windows,Adventure,Horror;Multiplayer;Co-op,37,2538,974,450,872,200000-500000,15.49
618210,Lanternium,2019-04-22,1,Blazing Planet Studio,Blazing Planet Studio,windows;mac;linux,Adventure;Indie,Indie;Adventure;Puzzle,9,17,0,0,0,0-20000,6.79
846690,Lost Lands: Ice Spell,2018-07-16,1,FIVE-BN GAMES,FIVE-BN GAMES,windows;mac,Adventure;Casual,Adventure;Casual;Hidden Object,21,13,1,0,0,0-20000,5.19
1022160,Rollossus,2019-03-01,1,Almost Infinity Games LLC,Almost Infinity Games LLC,windows,Action;Adventure;Indie,Action;Indie;Adventure,7,1,0,0,0,0-20000,3.99
557860,Azurea Juncture,2016-11-15,1,Rimebelle Express,Rimebelle Express,windows;mac;linux,Casual,Casual;Visual Novel;Anime,4,14,1,0,0,0-20000,3.99
260040,YOU DON'T KNOW JACK TELEVISION,2013-11-05,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows,Casual;Indie,Casual;Indie;Comedy,0,21,6,0,0,50000-100000,1.99
682000,Solmec: Among Stars,2017-09-05,1,Octopus 8 Studios,Octopus 8 Studios,windows,Indie;Strategy,Strategy;Indie,0,0,1,0,0,0-20000,0.79
394310,Punch Club,2016-01-08,1,Lazy Bear Games,tinyBuild,windows;mac;linux,Indie;RPG;Strategy,Management;Pixel Graphics;Indie,47,6071,1669,478,378,500000-1000000,6.99
394510,HELLDIVERS™ A New Hell Edition,2015-12-07,1,Arrowhead Game Studios,"PlayStation Mobile, Inc.",windows,Action,Co-op;Online Co-Op;Twin Stick Shooter,39,13065,1222,1112,1416,500000-1000000,15.99
888760,Dragonfly Chronicles,2018-08-10,1,Marco Ayala Games,Marco Antonio Ayala Virrueta,windows,Action;Adventure;Indie,Action;Indie;Adventure,31,3,1,0,0,0-20000,6.19
63960,Theatre of War 3: Korea,2011-03-24,1,1C Entertainment,1C Entertainment,windows,Strategy,Strategy;Cold War;RTS,0,50,76,0,0,50000-100000,4.99
745830,Dragon Sinker,2017-12-19,1,Exe Create Inc.,KEMCO,windows,Adventure;Casual;Indie;RPG,Adventure;Casual;RPG,0,12,5,11,11,0-20000,8.99
532260,Top Floor,2016-09-23,1,SmartVR Studio,SmartVR Studio,windows,Indie;Simulation,Indie;Simulation;VR,0,12,16,0,0,0-20000,3.99
429270,Didgery,2017-03-10,1,Lotus Games,Zen Labs,windows,Casual;Indie,Indie;Casual,15,7,1,0,0,0-20000,1.59
328890,Fritz for Fun 13,2014-12-10,1,Chessbase,Viva Media,windows,Casual;Strategy,Strategy;Casual;Chess,0,14,9,0,0,0-20000,14.99
678230,Abstract Arena,2017-08-03,1,Credici,Credici,windows,Action;Indie,Action;Indie,20,15,7,9,9,0-20000,3.99
533890,ReBoot,2016-10-19,1,Georgy Topalo;Simeon Simeonich,Georgy Topalo,windows,Action;Indie,Action;Indie,11,14,8,0,0,0-20000,1.59
283600,World of Subways 2 – Berlin Line 7,2014-06-12,1,TML-Studios,Aerosoft GmbH,windows,Simulation,Simulation;Trains,0,78,37,0,0,20000-50000,8.99
773490,谜桥 / RiddleBridge,2018-03-01,0,飞鹰互娱,飞鹰互娱,windows,Casual;Indie;Strategy,Casual;Indie;Strategy,0,10,1,0,0,0-20000,2.89
962940,寻迹 -A story of a song-,2019-01-09,0,Blue Fiddich制作组,轻文,windows,Adventure;Casual;Simulation;Strategy,Casual;Visual Novel;Simulation,27,127,39,0,0,0-20000,1.69
264440,Children of Liberty,2014-04-18,1,Lantana Games,Lantana Games,windows;mac;linux,Action;Indie;Early Access,Early Access;Indie;Action,12,3,15,0,0,0-20000,6.99
230650,Lords of Football,2013-04-05,1,Geniaware Srl,Fish Eagle,windows,Indie;Simulation;Sports;Strategy,Sports;Simulation;Strategy,32,123,136,0,0,20000-50000,10.99
266980,The Labyrinth of Time,2014-11-26,1,Terra Nova Development,Nightdive Studios,windows;mac;linux,Adventure,Adventure;Point & Click;First-Person,0,4,2,0,0,0-20000,4.79
685790,Ruthless Safari,2017-08-12,1,SharkGame,Laush Studio,windows,Action;Indie,Action;Indie;Runner,10,44,68,1,1,0-20000,2.89
446120,Bunker Punks,2018-05-28,1,Ninja Robot Dinosaur,Ninja Robot Dinosaur,windows;mac,Action;Indie,Action;Indie;FPS,36,208,42,121,121,0-20000,10.99
538070,Bad Dream: Coma,2017-03-09,1,Desert Fox,PlayWay S.A.;Ultimate Games S.A.,windows;mac,Adventure;Indie,Adventure;Indie;Horror,21,480,40,364,364,20000-50000,5.99
992620,妖怪俱乐部 Demon Club,2019-03-19,0,WaRPG Studio,WaRPG Studio,windows,Action;Indie;RPG;Early Access,Early Access;Action;Indie,0,13,10,0,0,0-20000,5.19
861280,战术狂想2(Chimera of Tactics 2),2018-07-18,1,自由愉悦小黄猫(Free pleasure little yellow cat),自由愉悦小黄猫(Free pleasure little yellow cat),windows,Action;Indie,Indie;Action;Minimalist,14,4,2,0,0,0-20000,1.69
306930,BattleSpace,2015-01-07,1,Funnel Inc.,Whybe Online,windows;mac;linux,Free to Play;Massively Multiplayer;Strategy,Free to Play;Massively Multiplayer;Strategy,0,24,46,0,0,100000-200000,0.0
874010,aMAZE Classic: Inverted,2018-06-18,1,Blender Games,Blender Games,windows,Casual;Indie,Casual;Indie;Difficult,200,18,5,0,0,0-20000,0.79
660030,Fantasy Mosaics 18: Explore New Colors,2017-07-23,1,Andy Jurko,Andy Jurko,windows,Casual;Indie,Casual;Indie;Puzzle,0,7,0,0,0,0-20000,5.19
646350,Tracon!2012:SE,2018-02-08,1,FeelThere,FeelThere,windows,Indie;Simulation,Indie;Simulation,0,1,3,0,0,0-20000,26.99
891200,Bike Dash Excite!,2018-07-09,1,KADOKAWA CORPORATION,AGM PLAYISM,windows,Action;Casual,Action;Casual;Free to Play,0,14,10,0,0,0-20000,0.0
770560,Overlook: Local multiplayer game - up to 16 players,2018-06-27,1,Gametroleum,Gametroleum,windows;mac,Action;Casual;Indie,Action;Indie;Casual,0,0,2,0,0,0-20000,11.39
1026960,Professional Thief,2019-03-12,1,Kiddy,Kiddy,windows,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,0,3,2,0,0,0-20000,0.79
629000,Lydia,2017-06-02,1,Platonic Partnership Ltd,Platonic Partnership Ltd,windows;mac,Adventure;Indie,Adventure;Indie;Female Protagonist,1,335,35,0,0,20000-50000,3.99
514730,Hidden Expedition: Dawn of Prosperity Collector's Edition,2016-09-07,1,Eipix Entertainment,Big Fish Games,windows,Adventure;Casual,Adventure;Casual;Hidden Object,0,2,0,0,0,0-20000,6.99
33460,From Dust,2011-08-17,1,Ubisoft Montpellier,Ubisoft,windows,Adventure;Simulation,God Game;Simulation;Adventure,0,1356,750,358,399,200000-500000,8.59
603810,A Girls Fabric Face,2017-03-10,1,Stanislaw Truchowski,TurnVex,windows,Adventure;Indie,Adventure;Indie;Horror,9,67,12,52,52,0-20000,1.99
821560,螢幕判官 Behind the Screen,2018-04-03,1,18Light Game Ltd.,18Light Game Ltd.;Cheese Games,windows;mac;linux,Action;Adventure;Indie;RPG,Action;Indie;Adventure,20,114,19,0,0,0-20000,7.99
402310,Overfall,2016-05-17,1,Pera Games,Pera Games,windows;mac;linux,Indie;RPG;Strategy,RPG;Strategy;Turn-Based Combat,50,344,77,891,891,20000-50000,10.99
533630,Fight Me Bro!,2017-01-20,1,Ascension Interactive Media,Ascension Interactive Media,windows,Action;Indie,Action;Indie,0,3,0,0,0,0-20000,1.69
553820,DeathMetal,2016-11-18,1,Playito.com,Playito.com,windows;mac;linux,Action;Casual;Indie,Action;Casual;Indie,21,21,9,264,264,20000-50000,1.99
516250,Skynet Rising : Portal to the Past,2016-10-14,1,Imran Arafat,Reality Gameware,windows,Action;Adventure;Indie;Early Access,Early Access;Action;Adventure,0,10,15,0,0,0-20000,10.99
769320,Invasher,2019-01-25,1,Jomjak Tangnopakoon,Jomjak Games;Jomjak Tangnopakoon,windows,Action;Casual;Indie,Action;Indie;Casual,15,10,0,0,0,0-20000,3.99
369580,NotTheNameWeWanted,2015-07-02,1,NotGames,NotGames,windows;mac;linux,Casual,Memes;Parody ;Funny,39,2512,353,17,17,100000-200000,1.99
817220,The Forestale,2019-04-11,1,Yorzh Aleksey,Yorzh Aleksey,windows,Action;Adventure;Indie,Indie;Adventure;Action,0,8,0,0,0,0-20000,3.99
552410,Project Abyss,2016-11-18,1,Tall Story Studios;Prey Interactive,Prey Interactive,windows,Action;Adventure;Indie;RPG;Simulation,Action;Adventure;Indie,29,34,25,0,0,0-20000,3.99
944770,sheepChat,2018-12-20,1,sheepChat Team,sheepChat Team,windows;linux,Audio Production;Design & Illustration;Utilities;Video Production;Web Publishing,Utilities;Video Production;Audio Production,0,4,1,0,0,0-20000,7.99
816020,JUMP FORCE,2019-02-14,1,"Spike Chunsoft Co., Ltd.",BANDAI NAMCO Entertainment,windows,Action,Fighting;Anime;Action,50,1951,1530,338,369,50000-100000,49.99
257710,Max Gentlemen,2014-08-21,1,The Men Who Wear Many Hats,The Men Who Wear Many Hats,windows;mac;linux,Casual;Free to Play;Indie,Free to Play;Indie;Casual,0,805,117,49,63,100000-200000,0.0
265750,Secret Ponchos,2015-10-13,1,Switchblade Monkeys Entertainment,Switchblade Monkeys Entertainment,windows,Action;Indie,Western;Action;Indie,111,970,380,0,0,50000-100000,10.99
862580,OK/NORMAL,2018-06-18,1,98DEMAKE,98DEMAKE,windows;mac,Violent;Gore;Adventure;Indie,Indie;Adventure;Violent,4,164,42,0,0,0-20000,2.99
875830,Moral King,2018-09-11,1,Forester Games,Mark Wortmann,windows,Adventure;Indie,Adventure;Indie;Action-Adventure,12,40,4,0,0,0-20000,1.69
342560,Airships: Conquer the Skies,2018-08-16,1,David Stark,David Stark,windows;mac;linux,Action;Indie;Strategy,Strategy;Building;Steampunk,9,2066,111,218,218,50000-100000,11.39
317040,The Original Strife: Veteran Edition,2014-12-12,1,Rogue Entertainment,Nightdive Studios,windows;mac;linux,Action;RPG,Action;RPG;Classic,20,329,28,288,300,50000-100000,6.99
380140,The Secret of Tremendous Corporation,2015-10-12,1,Sebastian Krzyszkowiak;Konrad Burandt;Paweł Radej,dosowisko.net,windows;linux,Adventure;Casual;Free to Play;Indie,Free to Play;Adventure;Indie,0,218,50,95242,190445,100000-200000,0.0
327640,CaesarIA,2015-01-20,1,rdt.32,rdt.32,windows;mac;linux,Free to Play;Indie;Strategy;Early Access,Early Access;Free to Play;City Builder,3,767,451,13,26,200000-500000,0.0
615090,Royal Offense,2017-05-10,1,Badim,Badim,windows;mac,Indie;RPG;Strategy,Strategy;Indie;RPG,24,49,11,412,412,0-20000,1.99
800550,DarkDIRE,2018-12-11,1,CounterParry,CounterParry,windows;mac;linux,Indie;RPG,Indie;RPG,0,4,0,0,0,0-20000,3.99
718910,Vitamin Girl,2017-10-11,1,Androzz,Androzz,windows,Action;Indie,Action;Indie;Female Protagonist,23,5,3,0,0,0-20000,7.19
645380,Heroes of Umbra,2018-05-31,1,Alcuria Games,Alcuria Games,windows,Action;Indie;RPG,Indie;Action;RPG,27,20,5,0,0,0-20000,6.99
1042460,Newt's Voyage,2019-03-15,1,Gear Learning,Gear Learning,windows;mac,Action;Casual;Simulation,Action;Casual;Simulation,0,8,1,0,0,0-20000,0.0
896510,Norpon,2019-02-25,1,Mythical Alterno,Mythical Alterno,windows,Action;Adventure;Casual;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access,Early Access;Massively Multiplayer;Adventure,0,17,9,0,0,0-20000,15.49
1034740,Hard Light Vector,2019-03-26,1,"Actually A Game Company, L.L.C","Actually A Game Company, L.L.C",windows,Action;Adventure;Free to Play;Indie,Free to Play;Action;Indie,18,23,8,0,0,0-20000,0.0
749550,Lawnmower Game 2: Drifter,2017-12-06,1,Tero Lunkka;Jacob Clevenger,Tero Lunkka,windows,Casual;Indie;Racing,Indie;Casual;Racing,0,10,14,0,0,0-20000,0.79
801840,Psychoballs,2018-03-09,1,Intermediaware,Intermediaware,windows,Casual;Indie;Strategy,Strategy;Indie;Casual,0,1,2,0,0,0-20000,0.79
400880,Ultimate Rock Crawler,2016-01-25,1,khos85,khos85,windows;mac;linux,Indie;Racing;Simulation;Sports,Sports;Indie;Simulation,4,7,19,0,0,0-20000,0.79
893180,Catherine Classic,2019-01-10,1,ATLUS,SEGA,windows,Adventure,Sexual Content;Nudity;Anime,50,1073,187,355,355,20000-50000,14.99
954240,Cuboid Keeper,2019-01-10,1,Ottropi Games,Ottropi Games,windows,Action;Indie,Indie;Action;Twin Stick Shooter,25,13,0,0,0,0-20000,5.19
702550,EZ4u,2017-09-18,1,Egor Domashenkin,Sergey Domashenkin,windows,Indie,Indie,0,1,2,0,0,0-20000,0.79
300400,Unpossible,2015-07-03,1,"Acceleroto, Inc.","Acceleroto, Inc.",windows;mac;linux,Racing,Racing;Fast-Paced;Arcade,15,89,13,28,28,0-20000,1.99
397240,Troubles Land,2015-09-11,1,ENKSoft,ENKSoft,windows;mac;linux,Action;Adventure;Indie,Action;Adventure;Indie,6,8,4,0,0,0-20000,3.99
942310,Blocky Snake,2018-10-10,1,Good Free Games To Play,Good Free Games To Play,windows,Action;Casual;Free to Play,Free to Play;Casual;Action,0,18,16,0,0,0-20000,0.0
614960,NEONomicon,2017-06-01,1,CWH Entertainment,CWH Entertainment,windows,Action;Casual;Indie,Indie;Action;Platformer,11,41,8,0,0,0-20000,0.79
848300,GROW: Wild West,2018-05-24,1,Armatur Games,Armatur Games,windows,Casual;Indie,Indie;Casual;2D,10,26,5,47,47,0-20000,2.09
684980,Sudokube,2017-11-15,1,Phil Blank,Phil Blank,windows,Casual;Indie,Indie;Casual;Puzzle,19,7,0,0,0,0-20000,1.99
625160,Scrollonoid,2017-06-15,1,Vadjra,Vadjra,windows,Action;Indie,Action;Indie;Arcade,0,3,3,0,0,0-20000,2.09
289520,King's Bounty: Dark Side,2014-08-19,1,1C-SoftClub,1C Entertainment,windows;mac,RPG;Strategy,RPG;Strategy;Turn-Based Strategy,37,628,279,518,518,100000-200000,9.99
699460,SPACE ASTEROID SHOOTER 🌀 RETRO ACHIEVEMENT ODYSSEY,2017-11-10,1,DRUNKEN APES,DRUNKEN APES,windows;mac,Action;Casual;Indie,Action;Indie;Casual,316,4,9,0,0,0-20000,1.59
725540,Morps,2017-11-21,1,Random developers,Random developers,windows,Strategy,Strategy,22,2,0,0,0,0-20000,3.99
243970,"Invisible, Inc.",2015-05-12,1,Klei Entertainment,Klei Entertainment,windows;mac;linux,Action;Indie;Strategy,Stealth;Turn-Based Strategy;Cyberpunk,23,3559,271,325,405,500000-1000000,14.99
22200,Zeno Clash,2009-04-21,1,ACE Team,ACE Team,windows,Action;Indie,Action;Indie;Surreal,22,1980,356,307,307,200000-500000,6.99
681160,Breach of Contract Online,2017-07-21,1,Flurry Game Studios,Flurry Game Studios,windows,Violent;Action;Free to Play;Indie;Massively Multiplayer,Massively Multiplayer;Action;Indie,5,14,20,0,0,0-20000,2.09
818640,Alien Invasion 3d,2018-03-21,1,Jim Dex,Jim Dex,windows,Action;Indie,Action;Indie,0,0,1,0,0,0-20000,1.69
560550,void LINK,2017-12-27,1,Zentrifuge,Zentrifuge,windows,Indie;Strategy;Early Access,Early Access;Strategy;Indie,0,20,0,0,0,0-20000,7.19
783470,Trials of The Illuminati: Assorted Jigsaws,2018-01-28,1,G. Malta,VRS,windows,Casual;Indie;Simulation,Indie;Casual;Simulation,5000,25,12,0,0,0-20000,0.79
903670,Dogs of War: Kill to Survive,2018-08-24,1,Star Tactics Team,Star Tactics Team,windows,Action;Simulation;Early Access,Early Access;Action;Simulation,0,2,13,0,0,0-20000,3.99
846330,Forests of Augusta,2018-07-02,1,Rebel Camp Games,Rebel Camp Games,windows,Adventure;Early Access,Early Access;Adventure;Survival,0,5,1,0,0,0-20000,5.79
729720,Zomborg,2017-11-10,1,GameDevLab,GrabTheGames,windows,Action;Adventure;Indie;Strategy,Action;Indie;Strategy,21,64,33,0,0,20000-50000,3.99
913640,Lava Pool,2018-09-24,1,SRV-game,Dagestan Technology,windows,Action;Adventure;Indie,Action;Adventure;Indie,7,4,1,0,0,0-20000,0.79
495050,Mega Man Legacy Collection 2 / ロックマン クラシックス コレクション 2,2017-08-08,1,"CAPCOM CO., LTD","CAPCOM CO., LTD",windows,Action,Action;Platformer;Classic,21,365,69,0,0,20000-50000,11.99
675950,Peninsular War Battles,2017-09-01,1,HexWar Games,HexWar Games,windows;mac,Strategy,Strategy,20,7,11,0,0,0-20000,6.99
283430,Litil Divil,2014-03-19,1,Gremlin Interactive,Funbox Media Ltd,windows,Action;Adventure,Adventure;Action;Retro,0,201,229,4,8,200000-500000,2.09
914900,Super Strawberry Man,2018-11-02,1,Anamik Majumdar,Anamik Majumdar,windows;linux,Action;Adventure;Casual;Indie,Action;Indie;Casual,29,1,1,0,0,0-20000,1.69
571720,One Piece: Unlimited World Red - Deluxe Edition,2017-08-25,1,Ganbarion,BANDAI NAMCO Entertainment,windows,Action;Adventure,Adventure;Action;Anime,56,69,37,0,0,0-20000,29.99
882360,Blind Bird,2018-07-27,1,Rakarnov Studios,Firehawk Studios,windows,Adventure;Casual;Indie;Simulation,Indie;Casual;Adventure,0,11,10,0,0,0-20000,0.79
772500,Distortions,2018-03-02,1,Among Giants,Among Giants,windows,Action;Adventure;Indie;RPG,Adventure;Indie;RPG,0,62,24,0,0,0-20000,15.49
576730,Spirit of Maya,2017-01-06,1,Blind Recluse,Blind Recluse,windows,Action;Indie,Action;Indie,0,26,15,559,559,20000-50000,1.69
969480,Warp Glider,2018-12-14,1,Mole Eyes Entertainment,Mole Eyes Entertainment,windows;mac;linux,Action;Indie,Action;Indie;2D,6,22,0,0,0,0-20000,0.79
371120,Discouraged Workers,2015-09-16,1,YGGDRASIL STUDIO,YGGDRASIL STUDIO,windows;mac;linux,Adventure;Indie,Nudity;Sexual Content;Mature,36,61,38,0,0,0-20000,10.99
25990,Majesty Gold HD,2009-09-04,1,Cyberlore,Paradox Interactive,windows,Strategy;Simulation,Strategy;Simulation;Fantasy,0,326,20,72,72,100000-200000,7.99
562160,The Inner Darkness,2017-02-24,1,Nauris Amatnieks,Nauris Amatnieks,windows,Adventure;Casual;Indie,Indie;Casual;Adventure,0,49,14,0,0,0-20000,3.99
285090,Robowars,2014-10-24,1,N-Game Studios,Lace Games;KISS ltd,windows,Action;Indie;Strategy,Indie;Strategy;Action,0,119,146,161,205,100000-200000,9.99
559030,Siege Saga,2018-02-28,1,PlayZilla.tk,PlayZilla.tk,windows,Adventure;Casual;Indie,Casual;Adventure;Indie,100,20,5,0,0,0-20000,9.99
486940,Handball Action Total,2018-02-16,1,netmin games,netmin games,windows,Simulation;Sports,Sports;Simulation,28,11,2,0,0,0-20000,8.99
442070,Drawful 2,2016-06-20,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows;mac;linux,Casual;Indie;Strategy,Casual;Indie;Local Multiplayer,10,289,37,331,331,100000-200000,6.99
361100,Slashers: The Power Battle,2017-11-03,1,Stun Games,KISS ltd,windows;mac;linux,Action;Indie;Early Access,Early Access;Action;Indie,0,14,1,0,0,0-20000,5.19
317510,Beyond Gravity,2014-09-23,1,Qwiboo Ltd,Qwiboo Ltd,windows;mac;linux,Action;Casual,Casual;Action;Indie,40,787,101,105,174,20000-50000,1.59
747700,Space Shaft,2018-03-10,1,starmops,starmops,windows,Action;Indie;Simulation,Simulation;Action;Indie,0,7,6,0,0,0-20000,0.79
963910,They That Feast,2018-12-28,1,Blackwood Specter,Blackwood Specter,windows,Action;Adventure;Indie,Adventure;Indie;Gore,0,9,11,0,0,0-20000,0.0
46720,Dimensity,2010-07-21,1,Dagger Games,Strategy First,windows,RPG,RPG;Action RPG,0,3,12,0,0,0-20000,6.99
302330,Tex Murphy: Mean Streets,2014-06-12,1,Access Software,Nightdive Studios,windows;mac;linux,Action;Adventure,Adventure;Action;Detective,0,34,15,0,0,20000-50000,4.79
928180,Shop Manager : Video Game Tycoon,2019-03-27,1,Faritengames,Faritengames,windows,Casual;Indie;Simulation;Strategy,Casual;Strategy;Indie,0,11,2,0,0,0-20000,5.79
762490,Naked Sun,2018-07-17,1,Door Z Studio,Door Z Studio,windows,Action;Indie,Action;Indie;VR,29,32,6,0,0,0-20000,7.19
883300,Poverty is a Choice,2018-09-17,1,Ugliest Horse Studio,Ugliest Horse Studio,windows,Casual;Indie;Simulation,Indie;Casual;Simulation,10,3,2,0,0,0-20000,9.29
493100,BellyBots,2016-07-26,1,Grumpy Company GmbH,Grumpy Company GmbH,windows,Indie;Early Access,Early Access;Indie;VR,10,29,5,0,0,0-20000,5.59
935240,Puzzle Monarch: Forests,2018-09-13,1,Ripknot Systems,Ripknot Systems,windows,Casual,Casual;Indie;Strategy,0,1,4,0,0,0-20000,4.99
674330,Defend the Cake,2017-12-01,1,"Defend the Cake, LLC","Defend the Cake, LLC",windows;mac,Indie;Strategy,Strategy;Indie;Puzzle,5,25,0,0,0,0-20000,7.19
578890,Selatria: Advent of the Dakk'rian Empire,2017-02-03,1,"Whim Independent Studios, LLC","Whim Independent Studios, LLC",windows,Adventure;Casual;Indie;RPG;Strategy,Adventure;Casual;Indie,0,10,0,0,0,0-20000,3.99
283230,Spoiler Alert,2014-06-30,1,MEGAFUZZ,tinyBuild,windows;mac;linux,Adventure;Casual;Indie,Indie;Casual;Adventure,10,843,288,291,331,100000-200000,1.99
366610,Not without my donuts,2015-04-28,1,Ben Aprigliano;Stefan Evers,Evilized productions;Different donut,windows,Action;Adventure;Casual;Indie,Action;Adventure;Indie,0,22,25,226,226,20000-50000,2.79
1001140,Angry Birds VR: Isle of Pigs,2019-02-07,1,Resolution Games,Resolution Games,windows,Casual,Casual;Gore;Puzzle,0,74,10,0,0,0-20000,11.39
407380,Strania - The Stella Machina -,2015-11-24,1,G.rev Ltd.,G.rev Ltd.,windows,Action,Action;Shoot 'Em Up;Mechs,15,38,1,0,0,0-20000,10.99
515700,Snowday,2016-11-30,1,Breachgate,Breachgate,windows,Action;Early Access,Early Access;Action;VR,0,9,2,0,0,0-20000,0.0
823670,HYKEE - Episode 1: Underwater,2018-04-13,1,Nacho,Nacho,windows,Adventure;Indie,Adventure;Indie;Pirates,0,0,1,0,0,0-20000,0.79
881060,Fortune & Gloria,2018-07-24,1,Bad Logic Studios,Bad Logic Studios,windows,Action;Adventure;Casual;Indie,Action;Indie;Adventure,60,1,2,0,0,0-20000,6.99
398680,Ace Of Words,2016-05-13,1,ZeroBit Games,Ocean Media LLC,windows,Casual;Indie,Casual;Indie;Word Game,18,511,238,242,272,100000-200000,3.99
698320,NanoScape,2017-09-14,1,SnowFlame,Back To Basics Gaming,windows,Action;Casual;Indie,Action;Indie;Casual,13,3,8,0,0,0-20000,1.59
342260,Nevermind,2015-09-29,1,Flying Mollusk,Flying Mollusk,windows;mac,Adventure;Indie,Adventure;Indie;Psychological Horror,17,241,82,0,0,50000-100000,15.49
410990,Master of Orion 3,2016-08-25,1,Quicksilver Software,Wargaming Labs,windows,Strategy,Strategy;Space;4X,0,26,34,0,0,100000-200000,0.0
938260,To Burn in Memory (Anniversary Edition),2018-10-15,1,Orihaus,Orihaus,windows;mac,Adventure,Adventure;Interactive Fiction;Indie,0,2,0,0,0,0-20000,2.09
617020,OMEGA PATTERN - VISUAL NOVEL,2017-05-26,1,Borokai Studio,Borokai Studio,windows;mac;linux,Sexual Content;Violent;Adventure;Indie;Simulation,Adventure;Sexual Content;Indie,6,5,5,0,0,0-20000,4.99
380950,Bocce Revolution,2015-10-23,1,Dysotek,Dysotek,windows,Simulation;Sports,Sports;Simulation;Indie,0,15,4,0,0,0-20000,7.19
514580,Cooking Witch,2017-05-18,1,VaragtP,VaragtP,windows,Action;Casual;Indie,Indie;Casual;Action,40,178,29,176,176,50000-100000,1.69
